N_Contact;Date;Agent_ID;Durée_Traitement_Sec;Status;Note_Satisfaction_Client;Montant Facture;Canal;Sujet;Appel traité;Appel repris;Conforme;NPS;Réclamation
CNT-70229;23/04/2023;AG004;154;Non Résolu;5;38,32;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70230;06/10/2023;AG002;168;Résolu;2;20,95;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-70231;24/11/2023;AG004;285;Résolu;5;;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Non
CNT-70232;05/07/2023;AG001;287;Résolu;;39,09;Téléphone;Déménagement;Oui;Oui;Oui;0;Non
CNT-70233;30/12/2023;AG006;206;Non Résolu;4;20,7;Email;Changement d'offre;Oui;Non;Oui;6;Non
CNT-70234;29/01/2023;AG004;231;En Attente;4;9,89;Téléphone;Souscription contrat;Non;Non;Non Renseigné;6;Non
CNT-70235;21/10/2023;AG001;73;Non Résolu;3;41,36;Téléphone;Déménagement;Oui;Non;Non;8;Non
CNT-70236;28/07/2023;AG001;344;Résolu;5;41,91;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-70237;05/10/2023;AG002;216;Résolu;5;36,12;Téléphone;Réclamation;yes;Non;Oui;;Non
CNT-70238;07/08/2023;AG009;278;Résolu;4;27,24;Téléphone;Souscription contrat;Non;Non;Non Renseigné;8;Non
CNT-70239;16/03/2023;AG009;56;Non Résolu;3;22,89;Téléphone;Relevé compteur;Oui;Non;Non;;Non
CNT-70240;25/03/2023;AG006;254;Résolu;4;43,14;Téléphone;Facturation;Non;Non;Non;;Non
CNT-70241;09/05/2023;AG009;380;En Attente;5;13,31;Téléphone;Relevé compteur;Oui;Non;Oui;2;Non
CNT-70242;28/08/2023;AG007;289;En Attente;4;30,45;Téléphone;Relevé compteur;Non;Non;Non;;Non
CNT-70243;18/10/2023;AG007;;Résolu;5;17,83;Email;Demande d'information;Oui;Non;Oui;;Non
CNT-70244;07/07/2023;AG002;215;En Attente;5;;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-70245;28/04/2023;AG007;283;Résolu;4;32,51;Téléphone;Réclamation;Oui;Oui;Oui;;Non
CNT-70246;19/11/2023;AG008;342;Résolu;5;30,57;Chat;Relevé compteur;Oui;Oui;Non Renseigné;;Non
CNT-70247;19/04/2023;AG003;274;Résolu;4;14,62;Email;Litige paiement;Oui;Non;Oui;7;Non
CNT-70248;12/06/2023;AG005;175;En Attente;;17,36;Réseaux Sociaux;Souscription contrat;Oui;Non;Non;7;Non
CNT-70249;02/02/2023;AG003;275;Résolu;5;10,28;Email;Déménagement;Oui;Non;Oui;;Non
CNT-70250;06/02/2023;AG002;174;Résolu;2;28,25;Email;Facturation;Oui;Non;Oui;;Non
CNT-70251;01/09/2023;AG009;262;Résolu;5;47,25;Chat;Litige paiement;Non;Non;Oui;8;Non
CNT-70252;11/01/2023;AG006;220;Non Résolu;3;18,19;Réseaux Sociaux;Résiliation;Oui;Non;Oui;;Non
CNT-70253;09/10/2023;AG003;280;En Attente;1;36,62;Réseaux Sociaux;Résiliation;Oui;Non;Oui;8;Non
CNT-70254;13/12/2023;AG001;286;Résolu;;31,39;Réseaux Sociaux;Relevé compteur;Non;Non;Non Renseigné;8;Non
CNT-70255;27/04/2023;AG003;391;Résolu;5;48,27;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70256;16/06/2023;AG003;323;Résolu;3;23,51;Téléphone;Résiliation;Oui;Non;Oui;6;Non
CNT-70257;08/01/2023;AG003;305;Résolu;;31,73;Email;Relevé compteur;Oui;Oui;Oui;8;Non
CNT-70258;01/08/2023;AG006;104;En Attente;5;32,38;Téléphone;Résiliation;Oui;Non;Oui;8;Non
CNT-70259;01/04/2023;AG005;360;Résolu;4;18,7;Téléphone;Demande d'information;Oui;Non;Oui;8;Non
CNT-70260;26/08/2023;AG006;224;En Attente;3;39,31;Réseaux Sociaux;Litige paiement;Oui;Non;Non Renseigné;0;Non
CNT-70261;10/04/2023;AG006;160;Résolu;5;46,56;Email;Changement d'offre;Oui;Oui;Oui;9;Non
CNT-70262;10/12/2023;AG008;471;Résolu;4;13,22;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-70263;11/11/2023;AG008;197;Résolu;3;46,08;Chat;Changement d'offre;Oui;Non;Non;8;Non
CNT-70264;10/12/2023;AG003;404;Non Résolu;5;41,57;Email;Réclamation;Oui;Non;Oui;;Non
CNT-70265;08/12/2023;AG002;295;Non Résolu;4;19,52;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70266;27/11/2023;AG002;316;En Attente;5;12,68;Email;Changement d'offre;Oui;Non;Non Renseigné;;Non
CNT-70267;04/08/2023;AG009;263;Résolu;4;37,01;Téléphone;Facturation;Oui;Non;Oui;8;Non
CNT-70268;12/01/2023;AG009;177;En Attente;2;;Chat;Changement d'offre;Oui;Oui;Non;;Non
CNT-70269;07/08/2023;AG007;335;Résolu;4;22,69;Chat;Demande d'information;Non;Non;Oui;;Non
CNT-70270;17/07/2023;AG007;298;En Attente;5;23,45;Email;Relevé compteur;Oui;Non;Oui;2;Non
CNT-70271;23/12/2023;AG006;360;Non Résolu;4;12,15;Email;Changement d'offre;Oui;Oui;Oui;;Non
CNT-70272;20/10/2023;AG006;342;Résolu;;46,42;Téléphone;Facturation;Oui;Non;Oui;7;Non
CNT-70273;27/12/2023;AG003;352;Résolu;5;38,95;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-70274;26/08/2023;AG009;313;Non Résolu;5;34,86;Email;Litige paiement;yes;Oui;Oui;7;Non
CNT-70275;07/05/2023;AG008;331;Non Résolu;5;26,51;Téléphone;Panne compteur;Oui;Oui;Non;;Oui
CNT-70276;27/02/2023;AG001;;Résolu;4;25,33;Téléphone;Panne compteur;Oui;Non;Non;8;Non
CNT-70277;30/08/2023;AG002;332;Non Résolu;3;12,42;Téléphone;Réclamation;Oui;Non;Oui;8;Non
CNT-70278;12/07/2023;AG004;297;Résolu;4;;Téléphone;Demande d'information;Oui;Oui;Oui;;Non
CNT-70279;11/02/2023;AG006;79;Résolu;3;20,3;Téléphone;Demande d'information;Oui;Non;Oui;8;Non
CNT-70280;07/03/2023;AG009;274;En Attente;5;15,96;Téléphone;Déménagement;Oui;Non;Oui;9;Non
CNT-70281;27/09/2023;AG003;108;Résolu;5;41,82;Email;Panne compteur;Oui;Non;Oui;;Non
CNT-70282;10/06/2023;AG004;529;Résolu;4;15,04;Téléphone;Demande d'information;Oui;Non;Non Renseigné;8;Non
CNT-70283;31/05/2023;AG008;203;Résolu;4;22,31;Chat;Relevé compteur;Oui;Non;Non Renseigné;8;Non
CNT-70284;30/11/2023;AG002;387;En Attente;5;40,58;Téléphone;Litige paiement;Oui;Oui;Oui;8;Non
CNT-70285;05/07/2023;AG006;222;Non Résolu;1;18,14;Réseaux Sociaux;Résiliation;Oui;Non;Oui;8;Oui
CNT-70286;17/01/2023;AG006;121;En Attente;4;49,52;Téléphone;Relevé compteur;Oui;Oui;Oui;;Non
CNT-70287;23/05/2023;AG004;322;Non Résolu;3;48,04;Chat;Panne compteur;Oui;Non;Oui;7;Non
CNT-70288;25/06/2023;AG009;438;Résolu;2;41,86;Chat;Litige paiement;Oui;Oui;Oui;1;Non
CNT-70289;07/12/2023;AG005;316;Résolu;2;38,56;Téléphone;Déménagement;Non;Non;Oui;6;Non
CNT-70290;26/11/2023;AG002;430;Résolu;4;43,82;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-70291;03/08/2023;AG002;380;Résolu;4;36,47;Téléphone;Demande d'information;;Non;Oui;;Non
CNT-70292;03/03/2023;AG009;171;Résolu;3;24,22;Réseaux Sociaux;Résiliation;Oui;Non;Oui;7;Non
CNT-70293;13/02/2023;AG001;337;Résolu;;15,04;Chat;Changement d'offre;yes;Non;Oui;8;Non
CNT-70294;29/06/2023;AG002;;Résolu;3;49,88;Téléphone;Panne compteur;Oui;Non;Non Renseigné;6;Non
CNT-70295;09/09/2023;AG008;300;En Attente;;34,06;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-70296;17/05/2023;AG005;195;Non Résolu;3;43,09;Chat;Facturation;Oui;Oui;Oui;;Non
CNT-70297;01/02/2023;AG004;371;Non Résolu;5;34,22;Réseaux Sociaux;Facturation;Oui;Non;Oui;0;Non
CNT-70298;08/05/2023;AG004;151;En Attente;5;31,49;Téléphone;Relevé compteur;Oui;Oui;Oui;10;Non
CNT-70299;21/03/2023;AG007;363;Résolu;5;35;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;9;Non
CNT-70300;07/09/2023;AG005;339;En Attente;3;45,83;Réseaux Sociaux;Litige paiement;Oui;Non;Non;9;Non
CNT-70301;24/04/2023;AG003;276;Résolu;4;48,81;Téléphone;Souscription contrat;Oui;Non;Oui;6;Non
CNT-70302;24/05/2023;AG007;207;Résolu;1;26,52;Email;Facturation;Oui;Non;Non;8;Non
CNT-70303;13/12/2023;AG007;336;Résolu;;18,77;Email;Relevé compteur;Oui;Non;Non;10;Non
CNT-70304;02/01/2023;AG004;82;Non Résolu;4;40,23;Email;Litige paiement;Oui;Non;Non Renseigné;;Non
CNT-70305;09/04/2023;AG007;189;Résolu;;43,13;Email;Demande d'information;Oui;Non;Oui;8;Non
CNT-70306;10/09/2023;AG008;265;Résolu;;27,92;Téléphone;Relevé compteur;Non;Non;Oui;;Oui
CNT-70307;18/11/2023;AG007;277;Résolu;4;21,52;Téléphone;Résiliation;Oui;Non;Non Renseigné;;Oui
CNT-70308;30/04/2023;AG004;191;Résolu;2;25,78;Email;Résiliation;yes;Oui;Oui;8;Non
CNT-70309;15/03/2023;AG006;194;Non Résolu;3;49,66;Réseaux Sociaux;Panne compteur;yes;Non;Non Renseigné;;Non
CNT-70310;18/05/2023;AG001;319;Non Résolu;5;23,45;Chat;Réclamation;Non;Non;Oui;;Non
CNT-70311;05/03/2023;AG009;173;En Attente;3;27,75;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-70312;01/05/2023;AG009;230;En Attente;3;13,23;Téléphone;Déménagement;Oui;Non;Oui;9;Non
CNT-70313;06/10/2023;AG001;151;En Attente;4;30,85;Téléphone;Souscription contrat;Non;Non;Non;;Non
CNT-70314;22/10/2023;AG004;270;Résolu;4;32,23;Téléphone;Souscription contrat;;Non;Oui;;Oui
CNT-70315;04/03/2023;AG006;245;Non Résolu;2;38,68;Email;Déménagement;Oui;Non;Oui;9;Oui
CNT-70316;04/11/2023;AG001;76;Résolu;4;13,03;Email;Panne compteur;Oui;Non;Oui;4;Non
CNT-70317;12/11/2023;AG004;133;Résolu;5;30,48;Téléphone;Facturation;Oui;Oui;Oui;6;Non
CNT-70318;27/04/2023;AG008;;En Attente;5;39,36;Chat;Litige paiement;Oui;Non;Oui;6;Non
CNT-70319;24/11/2023;AG009;394;En Attente;5;43,13;Email;Résiliation;Oui;Non;Non;;Non
CNT-70320;10/06/2023;AG004;199;Non Résolu;4;34,5;Téléphone;Résiliation;Non;Non;Oui;8;Non
CNT-70321;03/08/2023;AG006;302;Résolu;5;12,29;Téléphone;Déménagement;Oui;Oui;Oui;9;Non
CNT-70322;15/01/2023;AG003;167;Non Résolu;2;14,43;Réseaux Sociaux;Changement d'offre;Oui;Non;Non;3;Oui
CNT-70323;29/03/2023;AG009;411;Non Résolu;5;;Téléphone;Demande d'information;Oui;Oui;Oui;8;Non
CNT-70324;18/01/2023;AG002;291;Résolu;2;23,54;Email;Panne compteur;Oui;Non;Oui;;Oui
CNT-70325;08/03/2023;AG009;360;En Attente;;10,26;Chat;Changement d'offre;yes;Oui;Oui;;Non
CNT-70326;10/05/2023;AG003;340;Résolu;5;33,45;Téléphone;Facturation;Non;Non;Oui;8;Non
CNT-70327;31/12/2023;AG003;267;En Attente;5;48,84;Email;Demande d'information;Non;Oui;Non;10;Non
CNT-70328;23/06/2023;AG005;280;En Attente;3;41,72;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-70329;13/04/2023;AG006;152;En Attente;3;30,55;Chat;Changement d'offre;Oui;Non;Oui;;Non
CNT-70330;29/08/2023;AG004;276;Résolu;5;34,08;Chat;Résiliation;Oui;Non;Oui;7;Non
CNT-70331;02/11/2023;AG004;176;Résolu;4;38,88;Chat;Facturation;Oui;Non;Non Renseigné;10;Non
CNT-70332;05/08/2023;AG003;336;En Attente;;36,2;Chat;Déménagement;Oui;Oui;Oui;6;Non
CNT-70333;08/02/2023;AG008;334;Résolu;;17,85;Réseaux Sociaux;Relevé compteur;Non;Oui;Oui;10;Non
CNT-70334;04/03/2023;AG008;398;Résolu;3;48,09;Email;Déménagement;Oui;Non;Oui;6;Non
CNT-70335;03/12/2023;AG009;211;Non Résolu;5;12,24;Téléphone;Réclamation;Oui;Oui;Oui;;Oui
CNT-70336;24/08/2023;AG005;67;Non Résolu;4;18,24;Téléphone;Relevé compteur;Oui;Non;Non Renseigné;6;Non
CNT-70337;27/05/2023;AG009;296;Résolu;3;29,74;Email;Relevé compteur;Oui;Non;Oui;9;Non
CNT-70338;10/12/2023;AG004;320;Résolu;1;48,59;Téléphone;Demande d'information;Oui;Non;Non Renseigné;10;Non
CNT-70339;08/04/2023;AG004;313;En Attente;3;16,41;Réseaux Sociaux;Demande d'information;Non;Non;Oui;10;Non
CNT-70340;06/07/2023;AG002;113;Résolu;5;22,73;Chat;Résiliation;Non;Non;Oui;10;Non
CNT-70341;21/02/2023;AG005;448;Non Résolu;3;32,19;Chat;Relevé compteur;yes;Non;Oui;4;Non
CNT-70342;15/02/2023;AG004;341;Résolu;3;;Téléphone;Réclamation;Oui;Oui;Oui;6;Non
CNT-70343;29/09/2023;AG002;338;Non Résolu;5;24,95;Chat;Demande d'information;Non;Non;Oui;;Oui
CNT-70344;09/04/2023;AG003;;Résolu;;45,85;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70345;27/10/2023;AG003;400;En Attente;4;16,27;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non
CNT-70346;20/02/2023;AG009;304;En Attente;;22,09;Email;Facturation;Oui;Oui;Oui;;Non
CNT-70347;28/12/2023;AG001;81;En Attente;3;;Téléphone;Souscription contrat;Oui;Non;Oui;10;Non
CNT-70348;05/01/2023;AG004;232;Non Résolu;1;44,11;Email;Facturation;Oui;Non;Oui;;Non
CNT-70349;27/09/2023;AG005;;En Attente;5;30,45;Email;Résiliation;Oui;Oui;Oui;;Non
CNT-70350;12/02/2023;AG009;129;En Attente;4;25,76;Email;Réclamation;Oui;Non;Non;1;Oui
CNT-70351;06/03/2023;AG008;188;En Attente;;30,15;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;9;Non
CNT-70352;22/02/2023;AG005;206;Résolu;5;18,09;Email;Souscription contrat;Non;Non;Non;8;Oui
CNT-70353;03/05/2023;AG001;294;Résolu;5;24,57;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-70354;26/09/2023;AG003;134;Non Résolu;3;41,53;Téléphone;Résiliation;Oui;Non;Non;6;Non
CNT-70355;02/03/2023;AG004;98;En Attente;4;22,29;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-70356;26/07/2023;AG002;496;Résolu;5;18,52;Téléphone;Souscription contrat;Oui;Non;Non;8;Non
CNT-70357;03/05/2023;AG001;263;En Attente;5;38,47;Chat;Relevé compteur;Oui;Oui;Oui;;Non
CNT-70358;24/05/2023;AG008;50;Résolu;4;42,2;Chat;Demande d'information;Oui;Non;Oui;9;Non
CNT-70359;10/10/2023;AG003;445;En Attente;;18,98;Téléphone;Déménagement;Non;Non;Non Renseigné;8;Non
CNT-70360;06/06/2023;AG008;275;Résolu;4;33,98;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;4;Non
CNT-70361;16/04/2023;AG006;359;Résolu;5;44,88;Réseaux Sociaux;Panne compteur;Oui;Non;Non Renseigné;;Oui
CNT-70362;08/07/2023;AG003;298;Résolu;5;39,88;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-70363;05/11/2023;AG003;381;Résolu;2;26,77;Email;Litige paiement;;Non;Non Renseigné;5;Non
CNT-70364;17/10/2023;AG005;189;Non Résolu;4;12,68;Téléphone;Déménagement;yes;Non;Oui;7;Oui
CNT-70365;13/02/2023;AG007;267;Résolu;5;43,01;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;10;Non
CNT-70366;21/05/2023;AG001;322;Non Résolu;5;33,41;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-70367;12/01/2023;AG004;97;Résolu;4;40,86;Téléphone;Relevé compteur;Oui;Oui;Non Renseigné;8;Oui
CNT-70368;28/04/2023;AG002;590;Non Résolu;4;38,74;Téléphone;Panne compteur;Non;Non;Oui;4;Non
CNT-70369;23/12/2023;AG008;468;Résolu;4;29,44;Email;Panne compteur;Non;Non;Oui;;Non
CNT-70370;29/07/2023;AG004;344;Résolu;3;25,46;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non
CNT-70371;04/12/2023;AG009;283;Résolu;5;24,79;Téléphone;Réclamation;Oui;Non;Non;9;Non
CNT-70372;30/05/2023;AG001;260;En Attente;4;41,97;Email;Changement d'offre;Non;Non;Non Renseigné;;Non
CNT-70373;02/11/2023;AG004;210;Résolu;;31,55;Email;Facturation;Oui;Non;Oui;0;Non
CNT-70374;30/01/2023;AG001;346;Résolu;5;20,06;Email;Résiliation;Non;Non;Oui;7;Non
CNT-70375;22/09/2023;AG009;190;En Attente;3;39,05;Téléphone;Facturation;Oui;Non;Oui;5;Oui
CNT-70376;18/06/2023;AG004;145;Résolu;4;46,11;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-70377;05/06/2023;AG009;298;Résolu;5;17,23;Email;Litige paiement;Oui;Non;Oui;8;Non
CNT-70378;22/04/2023;AG002;178;Résolu;1;9,57;Téléphone;Demande d'information;Non;Non;Oui;9;Non
CNT-70379;16/08/2023;AG009;195;Non Résolu;;39,03;Réseaux Sociaux;Panne compteur;Oui;Oui;Oui;;Non
CNT-70380;26/06/2023;AG002;359;Non Résolu;5;19,52;Téléphone;Panne compteur;Oui;Non;Oui;;Oui
CNT-70381;30/04/2023;AG001;325;Résolu;5;27,22;Chat;Litige paiement;Non;Non;Oui;8;Oui
CNT-70382;03/12/2023;AG001;186;Résolu;;37,59;Chat;Relevé compteur;Non;Non;Oui;8;Non
CNT-70383;03/10/2023;AG005;454;Résolu;4;34,99;Email;Changement d'offre;Oui;Non;Oui;0;Non
CNT-70384;29/11/2023;AG008;285;Résolu;3;38,55;Email;Déménagement;Oui;Oui;Non;5;Oui
CNT-70385;03/03/2023;AG005;224;Résolu;5;35,89;Chat;Demande d'information;Oui;Non;Oui;10;Non
CNT-70386;22/01/2023;AG001;212;En Attente;4;25,12;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;;Non
CNT-70387;04/08/2023;AG008;188;Résolu;5;20,48;Réseaux Sociaux;Changement d'offre;Oui;Non;Non Renseigné;;Non
CNT-70388;05/09/2023;AG004;326;En Attente;5;35,17;Réseaux Sociaux;Litige paiement;Oui;Non;Non Renseigné;8;Non
CNT-70389;10/03/2023;AG005;200;Non Résolu;3;32,18;Chat;Facturation;Oui;Non;Oui;10;Non
CNT-70390;04/04/2023;AG008;262;Non Résolu;;16,84;Email;Demande d'information;Oui;Non;Oui;7;Non
CNT-70391;25/07/2023;AG008;258;Résolu;5;41,59;Réseaux Sociaux;Réclamation;Non;Non;Oui;0;Non
CNT-70392;03/11/2023;AG007;195;Résolu;4;;Réseaux Sociaux;Souscription contrat;Oui;Non;Non;8;Non
CNT-70393;02/02/2023;AG004;198;Résolu;5;22,31;Téléphone;Relevé compteur;Oui;Non;Non;;Non
CNT-70394;06/04/2023;AG004;339;Résolu;5;23,73;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;;Oui
CNT-70395;08/06/2023;AG003;201;Non Résolu;5;28,68;Réseaux Sociaux;Panne compteur;Oui;Oui;Oui;;Non
CNT-70396;11/11/2023;AG007;354;En Attente;5;18,06;Téléphone;Résiliation;Oui;Non;Oui;6;Non
CNT-70397;20/08/2023;AG003;342;Résolu;4;29,54;Email;Changement d'offre;Oui;Non;Non Renseigné;7;Non
CNT-70398;04/10/2023;AG007;380;Non Résolu;1;34,52;Email;Déménagement;Oui;Non;Oui;6;Non
CNT-70399;16/07/2023;AG009;193;Résolu;5;28,52;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-70400;14/09/2023;AG007;189;Non Résolu;4;39,9;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-70401;17/09/2023;AG003;334;Résolu;2;44,48;Chat;Souscription contrat;Oui;Non;Non Renseigné;;Non
CNT-70402;24/12/2023;AG006;288;Non Résolu;4;25,73;Chat;Litige paiement;Non;Non;Oui;;Non
CNT-70403;01/06/2023;AG002;297;Résolu;;49,25;Téléphone;Demande d'information;Oui;Non;Oui;5;Non
CNT-70404;07/12/2023;AG004;411;Non Résolu;2;15,6;Téléphone;Panne compteur;Oui;Non;Oui;10;Non
CNT-70405;22/04/2023;AG005;128;Non Résolu;3;49,2;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-70406;06/05/2023;AG002;362;Non Résolu;2;11,7;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;8;Non
CNT-70407;12/11/2023;AG008;342;En Attente;;40,3;Email;Panne compteur;Oui;Oui;Oui;8;Non
CNT-70408;25/03/2023;AG006;329;En Attente;5;;Téléphone;Demande d'information;Oui;Oui;Oui;;Non
CNT-70409;26/07/2023;AG005;371;Résolu;4;20,97;Réseaux Sociaux;Réclamation;Oui;Non;Oui;8;Non
CNT-70410;09/03/2023;AG006;160;Résolu;4;28,34;Téléphone;Déménagement;Oui;Non;Oui;;Non
CNT-70411;21/09/2023;AG003;257;Résolu;2;;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70412;12/04/2023;AG004;186;En Attente;4;15,67;Réseaux Sociaux;Demande d'information;Non;Non;Oui;6;Non
CNT-70413;02/10/2023;AG002;135;En Attente;4;18,43;Téléphone;Relevé compteur;Oui;Oui;Oui;6;Non
CNT-70414;31/08/2023;AG005;22;En Attente;1;30,94;Téléphone;Panne compteur;Oui;Non;Oui;5;Non
CNT-70415;28/02/2023;AG006;330;Résolu;1;34,76;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;7;Non
CNT-70416;28/09/2023;AG004;239;Résolu;4;15,05;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;8;Non
CNT-70417;03/04/2023;AG008;254;Résolu;5;10,08;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;8;Oui
CNT-70418;27/09/2023;AG009;217;Résolu;5;12,35;Chat;Relevé compteur;Oui;Non;Non Renseigné;9;Non
CNT-70419;01/06/2023;AG003;269;Résolu;3;28,75;Email;Litige paiement;yes;Non;Oui;9;Non
CNT-70420;22/02/2023;AG004;428;Non Résolu;3;26,99;Réseaux Sociaux;Facturation;Oui;Oui;Non Renseigné;;Non
CNT-70421;13/12/2023;AG001;111;Résolu;4;47,3;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;0;Non
CNT-70422;03/06/2023;AG001;450;Non Résolu;2;45,76;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-70423;29/06/2023;AG001;294;Résolu;5;15,02;Email;Relevé compteur;Non;Non;Oui;8;Oui
CNT-70424;24/12/2023;AG008;224;En Attente;5;14,73;Chat;Réclamation;Non;Non;Oui;;Non
CNT-70425;23/10/2023;AG002;235;Non Résolu;5;30,02;Email;Changement d'offre;Oui;Oui;Oui;7;Non
CNT-70426;07/06/2023;AG009;183;Résolu;3;49,28;Réseaux Sociaux;Réclamation;Oui;Oui;Oui;7;Non
CNT-70427;11/11/2023;AG004;81;Non Résolu;4;15,42;Téléphone;Panne compteur;yes;Oui;Oui;6;Non
CNT-70428;06/06/2023;AG003;167;En Attente;4;22,06;Réseaux Sociaux;Réclamation;Oui;Non;Oui;7;Non
CNT-70429;26/02/2023;AG004;269;Résolu;4;30,63;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-70430;31/05/2023;AG008;246;Résolu;;11,66;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non
CNT-70431;26/08/2023;AG005;316;En Attente;4;24,91;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-70432;03/02/2023;AG007;218;Résolu;5;34,34;Chat;Changement d'offre;Non;Non;Oui;;Non
CNT-70433;23/07/2023;AG007;205;Non Résolu;;11,76;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-70434;21/10/2023;AG003;490;Résolu;3;26,3;Chat;Litige paiement;Oui;Non;Oui;5;Non
CNT-70435;10/10/2023;AG002;185;Résolu;5;9,78;Chat;Facturation;Non;Oui;Oui;7;Non
CNT-70436;11/04/2023;AG009;191;Résolu;5;28,48;Téléphone;Panne compteur;Non;Non;Oui;6;Non
CNT-70437;31/01/2023;AG002;369;Non Résolu;3;24,93;Email;Demande d'information;Oui;Non;Oui;;Non
CNT-70438;23/01/2023;AG008;341;Résolu;2;37,31;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non
CNT-70439;04/11/2023;AG006;230;Résolu;;14,96;Téléphone;Facturation;Oui;Non;Oui;8;Non
CNT-70440;09/10/2023;AG006;350;Résolu;5;37,7;Téléphone;Panne compteur;Oui;Non;Oui;9;Non
CNT-70441;09/11/2023;AG006;281;En Attente;;;Email;Panne compteur;Oui;Non;Oui;6;Non
CNT-70442;18/08/2023;AG006;217;Résolu;4;30,57;Téléphone;Changement d'offre;;Oui;Oui;;Non
CNT-70443;03/02/2023;AG009;75;En Attente;2;43,87;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-70444;13/04/2023;AG004;;Résolu;5;33,79;Email;Réclamation;Oui;Oui;Oui;;Non
CNT-70445;30/01/2023;AG003;467;Résolu;3;28,66;Téléphone;Demande d'information;Oui;Non;Oui;5;Non
CNT-70446;01/09/2023;AG005;297;Non Résolu;4;;Téléphone;Résiliation;Non;Non;Oui;;Non
CNT-70447;28/02/2023;AG003;239;Résolu;;12,15;Email;Facturation;Oui;Non;Oui;2;Non
CNT-70448;17/12/2023;AG008;418;Non Résolu;2;29,73;Chat;Relevé compteur;Oui;Non;Oui;5;Non
CNT-70449;06/05/2023;AG001;355;Résolu;3;37,46;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70450;19/12/2023;AG007;288;Résolu;1;14,74;Chat;Déménagement;Oui;Oui;Oui;7;Non
CNT-70451;22/09/2023;AG009;233;Résolu;4;25,43;Téléphone;Souscription contrat;Oui;Oui;Non;8;Non
CNT-70452;21/02/2023;AG002;268;En Attente;4;36,46;Réseaux Sociaux;Facturation;Oui;Non;Oui;;Non
CNT-70453;15/09/2023;AG007;181;Non Résolu;3;47,59;Email;Déménagement;Oui;Non;Oui;10;Non
CNT-70454;06/09/2023;AG002;288;En Attente;3;47,24;Chat;Résiliation;Oui;Oui;Oui;5;Non
CNT-70455;19/07/2023;AG004;427;En Attente;;28,62;Téléphone;Facturation;Oui;Non;Oui;5;Non
CNT-70456;26/06/2023;AG002;465;Non Résolu;4;25,81;Email;Demande d'information;Oui;Non;Oui;;Non
CNT-70457;24/12/2023;AG007;390;Non Résolu;3;43,38;Chat;Facturation;Non;Oui;Non;4;Non
CNT-70458;25/08/2023;AG003;282;En Attente;;38,61;Chat;Demande d'information;Oui;Oui;Oui;;Non
CNT-70459;17/12/2023;AG005;128;Non Résolu;5;;Téléphone;Facturation;Oui;Non;Oui;;Non
CNT-70460;24/04/2023;AG001;483;Résolu;4;25,16;Réseaux Sociaux;Relevé compteur;Non;Non;Non;7;Non
