Reference_Dossier;Date;ID Agent;Durée_Traitement_Sec;Dossier_Cloture;Note_Satisfaction_Client;Prix_Prestation;Type_Contact;Objet;Traite;Appel Repris;Conforme;NPS;Réclammation
DOS50998;19/11/2023;AG019;336;Oui;5;19,23;Téléphone;Résiliation;Oui;Non;Oui;10;Non
DOS50999;17/07/2023;AG025;276;Oui;;26,85;Courrier;Relevé compteur;Oui;Oui;Oui;;Oui
DOS51000;25/06/2023;AG007;444;Non;4;20,2;Courrier;Relevé compteur;Non;Non;Oui;8;Non
DOS51001;05/03/2023;AG003;258;Oui;5;46,71;Chat;Litige paiement;Non;Oui;Non;;Oui
DOS51002;27/08/2023;AG003;180;Oui;4;25,01;Téléphone;Résiliation;Non;Oui;Oui;;Non
DOS51003;15/01/2023;AG003;378;Oui;4;17,67;Courrier;Panne compteur;Oui;Non;Oui;;Oui
DOS51004;03/12/2023;AG003;162;Oui;5;39,69;Email;Panne compteur;Oui;Non;Oui;;Non
DOS51005;16/01/2023;AG003;252;Oui;5;54,76;Téléphone;Demande d'information;Non;Oui;Non;9;Oui
DOS51006;27/05/2023;AG012;312;Non;5;36,67;Téléphone;Relevé compteur;Oui;Non;Oui;7;Oui
DOS51007;06/06/2023;AG008;276;Non;3;51,31;Courrier;Souscription contrat;Oui;Non;Non;9;Non
DOS51008;18/02/2023;AG011;684;Oui;4;32,28;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
DOS51009;24/09/2023;AG019;360;Non;2;23,56;Email;Réclamation;Non;Non;Oui;;Oui
DOS51010;29/04/2023;AG011;294;Oui;4;14,26;Téléphone;Litige paiement;Non;Non;Oui;;Oui
DOS51011;23/11/2023;AG025;240;Non;4;35,67;Chat;Déménagement;Non;Oui;Oui;;Non
DOS51012;26/09/2023;AG012;354;Oui;3;17,77;Chat;Résiliation;Oui;Non;Non;;Oui
DOS51013;08/12/2023;AG008;84;Non;5;52,1;Chat;Changement d'offre;Oui;Non;Oui;0;Non
DOS51014;08/12/2023;AG012;450;Oui;3;16,11;Email;Litige paiement;Oui;Non;Oui;8;Oui
DOS51015;09/03/2023;AG019;120;Non;2;27,25;Chat;Facturation;Oui;Non;Non Renseigné;7;Non
DOS51016;18/03/2023;AG012;348;Oui;4;48,66;Courrier;Réclamation;Oui;Non;Oui;3;Non
DOS51017;17/02/2023;AG003;288;Oui;4;36,93;Email;Demande d'information;Non;Oui;Oui;;Non
DOS51018;18/03/2023;AG012;402;Non;3;52,09;Chat;Demande d'information;Non;Non;Oui;9;Non
DOS51019;01/06/2023;AG011;318;Oui;3;53,68;Chat;Facturation;Oui;Non;Non Renseigné;;Oui
DOS51020;03/12/2023;AG003;366;Oui;5;12,79;Téléphone;Réclamation;Non;Non;Non;;Oui
DOS51021;24/08/2023;AG011;546;Oui;5;14,66;Téléphone;Réclamation;Non;Non;Oui;8;Non
DOS51022;17/10/2023;AG008;408;Oui;5;37,53;Chat;Facturation;Non;Non;Oui;8;Non
DOS51023;13/11/2023;AG012;276;Oui;5;46,65;Téléphone;Changement d'offre;Oui;Non;Non;8;Oui
DOS51024;22/05/2023;AG025;198;Oui;;30,65;Chat;Litige paiement;Oui;Non;Oui;0;Oui
DOS51025;25/08/2023;AG012;288;Non;5;31,66;Téléphone;Panne compteur;Oui;Non;Non;9;Oui
DOS51026;08/11/2023;AG012;198;Oui;;54,63;Email;Changement d'offre;Non;Non;Oui;;Non
DOS51027;24/12/2023;AG003;324;Oui;5;22,5;Courrier;Relevé compteur;Oui;Oui;Non;9;Oui
DOS51028;02/10/2023;AG025;330;Oui;3;35,1;Courrier;Résiliation;Non;Non;Oui;6;Non
DOS51029;06/06/2023;AG003;144;Oui;5;30,91;Email;Changement d'offre;Non;Non;Non;8;Non
DOS51030;19/01/2023;AG008;324;Non;;38,22;Téléphone;Souscription contrat;Non;Non;Oui;;Oui
DOS51031;21/01/2023;AG007;498;Oui;5;43,12;Téléphone;Souscription contrat;Oui;Non;Non Renseigné;0;Non
DOS51032;18/10/2023;AG019;318;Oui;1;50,02;Chat;Changement d'offre;Oui;Non;Oui;7;Non
DOS51033;19/07/2023;AG003;264;Non;5;12,75;Téléphone;Relevé compteur;Oui;Non;Oui;8;Non
DOS51034;05/04/2023;AG008;396;Oui;;27,19;Email;Litige paiement;Oui;Non;Non;7;Oui
DOS51035;31/05/2023;AG025;294;Oui;;31,73;Courrier;Changement d'offre;Non;Non;Oui;8;Oui
DOS51036;24/12/2023;AG008;300;Oui;;34,11;Email;Souscription contrat;Non;Non;Oui;5;Oui
DOS51037;12/10/2023;AG003;444;Non;5;47,94;Courrier;Souscription contrat;Non;Non;Oui;;Oui
DOS51038;19/06/2023;AG003;204;Non;2;12,73;Email;Litige paiement;Non;Non;Oui;;Oui
DOS51039;10/03/2023;AG025;420;Oui;3;32,63;Chat;Souscription contrat;Oui;Non;Oui;;Non
DOS51040;16/01/2023;AG008;138;Oui;5;45,32;Chat;Réclamation;Oui;Non;Oui;9;Non
DOS51041;23/05/2023;AG003;564;Non;4;43,81;Chat;Relevé compteur;Oui;Non;Oui;6;Oui
DOS51042;19/03/2023;AG011;210;Non;5;51,82;Courrier;Souscription contrat;Oui;Non;Oui;8;Non
DOS51043;16/10/2023;AG003;324;Oui;4;31,59;Téléphone;Litige paiement;Oui;Non;Oui;5;Oui
DOS51044;10/01/2023;AG011;474;Oui;3;40,98;Téléphone;Réclamation;Non;Non;Non;6;Non
DOS51045;02/03/2023;AG012;138;Non;4;21,06;Chat;Changement d'offre;Oui;Oui;Oui;7;Oui
DOS51046;22/02/2023;AG003;252;Oui;3;20,03;Email;Demande d'information;Non;Non;Oui;;Non
DOS51047;09/10/2023;AG008;408;Non;5;29,48;Téléphone;Souscription contrat;Non;Non;Oui;5;Oui
DOS51048;24/07/2023;AG011;102;Oui;4;47,61;Email;Litige paiement;Oui;Non;Non;;Oui
DOS51049;18/03/2023;AG007;372;Oui;4;40,9;Courrier;Panne compteur;Non;Non;Oui;6;Non
DOS51050;22/12/2023;AG019;354;Oui;4;22,28;Courrier;Litige paiement;Oui;Non;Oui;8;Oui
DOS51051;30/05/2023;AG012;;Oui;2;37,37;Téléphone;Souscription contrat;Oui;Non;Oui;7;Non
DOS51052;26/01/2023;AG019;90;Oui;4;27,6;Email;Facturation;Non;Non;Non;;Oui
DOS51053;18/09/2023;AG012;72;Oui;5;12,73;Email;Réclamation;Oui;Non;Oui;8;Non
DOS51054;21/01/2023;AG019;60;Non;5;12,06;Email;Résiliation;Oui;Non;Oui;;Oui
DOS51055;04/04/2023;AG019;348;Oui;3;25,24;Courrier;Relevé compteur;Oui;Non;Non;8;Non
DOS51056;30/09/2023;AG025;222;Oui;5;17,67;Chat;Relevé compteur;Oui;Non;Non Renseigné;7;Non
DOS51057;23/05/2023;AG011;132;Oui;5;33,83;Email;Résiliation;Non;Non;Oui;6;Oui
DOS51058;24/03/2023;AG011;432;Oui;3;46,56;Email;Résiliation;Non;Non;Oui;;Oui
DOS51059;02/11/2023;AG007;486;Oui;5;31,44;Email;Souscription contrat;Non;Non;Oui;10;Non
DOS51060;27/11/2023;AG011;480;Non;3;30,39;Email;Changement d'offre;Oui;Non;Oui;;Oui
DOS51061;11/01/2023;AG008;324;Non;5;42,17;Chat;Demande d'information;Oui;Oui;Oui;;Non
DOS51062;06/05/2023;AG007;78;Non;2;44,69;Courrier;Réclamation;Non;Non;Oui;;Oui
DOS51063;08/02/2023;AG003;126;Non;1;19,52;Chat;Demande d'information;Oui;Non;Oui;;Oui
DOS51064;14/07/2023;AG019;174;Non;5;27,44;Chat;Relevé compteur;Oui;Oui;Oui;7;Oui
DOS51065;04/09/2023;AG008;228;Non;2;21,91;Chat;Demande d'information;Oui;Non;Oui;;Oui
DOS51066;01/03/2023;AG025;474;Non;5;45,82;Email;Déménagement;Non;Non;Oui;4;Non
DOS51067;27/08/2023;AG019;354;Oui;4;27,67;Téléphone;Déménagement;Non;Non;Oui;9;Non
DOS51068;07/12/2023;AG008;318;Non;5;29,17;Chat;Déménagement;Non;Non;Oui;;Oui
DOS51069;07/07/2023;AG019;330;Non;;47,93;Email;Panne compteur;Non;Non;Oui;2;Non
DOS51070;08/03/2023;AG008;420;Oui;5;20,43;Chat;Relevé compteur;Non;Oui;Non Renseigné;2;Oui
DOS51071;01/07/2023;AG008;414;Oui;5;32,14;Courrier;Résiliation;Oui;Non;Oui;8;Non
DOS51072;14/01/2023;AG019;312;Non;4;41,39;Email;Litige paiement;Non;Oui;Oui;0;Oui
DOS51073;19/10/2023;AG008;450;Non;5;37,28;Email;Souscription contrat;Oui;Oui;Oui;8;Oui
DOS51074;21/05/2023;AG019;252;Oui;5;36,75;Email;Déménagement;Non;Oui;Oui;6;Oui
DOS51075;27/11/2023;AG011;408;Oui;4;17,3;Chat;Relevé compteur;Oui;Non;Oui;;Non
DOS51076;11/05/2023;AG019;444;Oui;5;13,84;Courrier;Réclamation;Oui;Non;Oui;5;Oui
DOS51077;08/07/2023;AG008;420;Oui;3;41,06;Courrier;Demande d'information;Oui;Non;Oui;8;Oui
DOS51078;13/06/2023;AG019;192;Non;4;30,06;Téléphone;Déménagement;Oui;Non;Oui;6;Oui
DOS51079;03/05/2023;AG019;282;Non;2;20,35;Courrier;Réclamation;Oui;Non;Oui;;Oui
DOS51080;22/03/2023;AG019;96;Non;5;43,75;Téléphone;Facturation;Oui;Oui;Oui;8;Non
DOS51081;13/10/2023;AG007;156;Oui;;45,29;Email;Relevé compteur;Oui;Non;Non;;Non
DOS51082;25/12/2023;AG012;276;Oui;4;52,03;Chat;Résiliation;Non;Non;Non;4;Non
DOS51083;13/08/2023;AG012;318;Non;2;41,51;Téléphone;Souscription contrat;Oui;Non;Oui;5;Non
DOS51084;28/10/2023;AG011;354;Oui;4;32,07;Téléphone;Facturation;Oui;Non;Non;;Non
DOS51085;28/01/2023;AG007;150;Oui;5;30,05;Chat;Réclamation;Oui;Oui;Non;;Non
DOS51086;10/04/2023;AG007;294;Oui;5;15,24;Chat;Litige paiement;Oui;Non;Non;1;Oui
DOS51087;18/05/2023;AG025;426;Oui;1;52,71;Chat;Panne compteur;Oui;Non;Non;8;Oui
DOS51088;26/07/2023;AG019;342;Oui;4;32,12;Téléphone;Résiliation;Non;Oui;Oui;;Non
DOS51089;21/08/2023;AG007;378;Non;4;15,99;Courrier;Facturation;Non;Oui;Non;;Non
DOS51090;20/05/2023;AG003;318;Oui;5;18,89;Téléphone;Litige paiement;Non;Non;Oui;7;Oui
DOS51091;13/01/2023;AG008;222;Non;4;12,33;Téléphone;Demande d'information;Non;Non;Oui;7;Oui
DOS51092;26/02/2023;AG011;186;Non;4;18,9;Chat;Résiliation;Oui;Non;Non;9;Oui
DOS51093;17/12/2023;AG012;282;Oui;4;15,31;Téléphone;Souscription contrat;Non;Non;Oui;7;Oui
DOS51094;17/10/2023;AG019;390;Oui;3;46,78;Téléphone;Résiliation;Non;Non;Oui;;Non
DOS51095;30/03/2023;AG011;204;Oui;1;31,46;Chat;Souscription contrat;Oui;Non;Oui;8;Non
DOS51096;04/04/2023;AG007;252;Oui;5;14,98;Chat;Changement d'offre;Oui;Non;Oui;9;Non
DOS51097;17/10/2023;AG003;312;Oui;4;23,08;Email;Facturation;Non;Non;Oui;;Non
DOS51098;10/12/2023;AG011;510;Oui;4;38,02;Email;Facturation;Non;Non;Oui;7;Oui
DOS51099;17/09/2023;AG012;348;Non;3;28,86;Courrier;Déménagement;Non;Non;Oui;;Non
DOS51100;19/10/2023;AG025;342;Non;;27,64;Téléphone;Souscription contrat;Non;Non;Oui;6;Oui
DOS51101;10/05/2023;AG008;270;Non;3;43,65;Courrier;Déménagement;Oui;Non;Oui;10;Non
DOS51102;18/07/2023;AG019;516;Non;5;51,01;Email;Déménagement;Oui;Non;Non Renseigné;;Non
DOS51103;12/02/2023;AG019;324;Oui;5;51,6;Chat;Litige paiement;Oui;Non;Oui;;Oui
DOS51104;10/04/2023;AG012;432;Oui;4;23,42;Courrier;Réclamation;Oui;Non;Oui;9;Oui
DOS51105;29/01/2023;AG008;;Oui;5;52,24;Email;Demande d'information;Non;Non;Non Renseigné;;Oui
DOS51106;27/05/2023;AG003;186;Oui;5;30,61;Chat;Panne compteur;Non;Oui;Oui;10;Non
DOS51107;02/08/2023;AG019;300;Oui;2;17,46;Email;Litige paiement;Non;Non;Oui;9;Oui
DOS51108;10/04/2023;AG019;660;Oui;2;26,52;Chat;Facturation;Non;Non;Oui;;Non
DOS51109;15/01/2023;AG007;324;Oui;4;15,08;Courrier;Résiliation;Oui;Non;Non;10;Non
DOS51110;25/09/2023;AG012;264;Non;4;44,72;Chat;Déménagement;Non;Non;Oui;8;Non
DOS51111;22/08/2023;AG019;438;Non;4;32,87;Email;Réclamation;Non;Non;Oui;7;Oui
DOS51112;19/06/2023;AG007;276;Oui;;26,84;Téléphone;Changement d'offre;Non;Non;Oui;3;Oui
DOS51113;17/02/2023;AG008;282;Non;5;17,91;Courrier;Facturation;Oui;Non;Non;8;Oui
DOS51114;22/06/2023;AG025;102;Oui;;24,93;Téléphone;Résiliation;Oui;Non;Oui;4;Non
DOS51115;23/02/2023;AG025;54;Oui;5;36,57;Chat;Résiliation;Non;Oui;Non;5;Non
DOS51116;12/09/2023;AG011;360;Oui;4;26,3;Courrier;Souscription contrat;Oui;Non;Oui;4;Non
DOS51117;15/12/2023;AG003;252;Oui;4;37,43;Téléphone;Changement d'offre;Non;Non;Oui;;Oui
DOS51118;23/11/2023;AG003;384;Oui;3;47,94;Chat;Déménagement;Non;Non;Oui;8;Oui
DOS51119;08/11/2023;AG003;354;Non;2;38,16;Téléphone;Changement d'offre;Oui;Non;Oui;6;Non
DOS51120;10/03/2023;AG003;318;Non;5;45,06;Courrier;Relevé compteur;Oui;Non;Oui;8;Non
DOS51121;13/02/2023;AG025;18;Non;;49,73;Courrier;Facturation;Oui;Non;Non Renseigné;8;Oui
DOS51122;14/05/2023;AG003;282;Non;4;45,37;Email;Relevé compteur;Non;Non;Oui;;Non
DOS51123;02/02/2023;AG003;210;Non;;30,56;Chat;Demande d'information;Oui;Non;Oui;;Non
DOS51124;27/09/2023;AG007;204;Non;4;;Téléphone;Résiliation;Non;Non;Non Renseigné;8;Non
DOS51125;08/12/2023;AG025;102;Oui;4;54,99;Email;Litige paiement;Non;Non;Oui;10;Non
DOS51126;25/07/2023;AG008;138;Oui;5;19;Chat;Panne compteur;Oui;Non;Oui;;Oui
DOS51127;21/03/2023;AG019;306;Oui;5;13,82;Chat;Litige paiement;Oui;Non;Oui;;Non
DOS51128;22/08/2023;AG007;510;Oui;;20,83;Chat;Relevé compteur;Oui;Non;Oui;;Non
DOS51129;25/04/2023;AG012;576;Oui;;41,9;Téléphone;Souscription contrat;Oui;Non;Non;9;Oui
DOS51130;11/08/2023;AG012;204;Non;2;26,8;Courrier;Réclamation;Non;Non;Non Renseigné;6;Non
DOS51131;12/05/2023;AG008;420;Non;5;54,59;Téléphone;Souscription contrat;Non;Non;Non;6;Non
DOS51132;27/06/2023;AG025;474;Non;;31,47;Email;Panne compteur;Oui;Non;Non;;Non
DOS51133;31/03/2023;AG008;234;Oui;3;46,11;Email;Changement d'offre;Oui;Non;Oui;;Non
DOS51134;12/01/2023;AG003;396;Oui;5;48,76;Courrier;Réclamation;Non;Non;Oui;2;Oui
DOS51135;24/03/2023;AG011;450;Oui;4;52,39;Chat;Réclamation;Non;Non;Oui;10;Oui
DOS51136;05/10/2023;AG007;132;Non;4;29,14;Email;Facturation;Non;Non;Oui;;Non
DOS51137;06/06/2023;AG003;366;Oui;4;44,61;Chat;Réclamation;Non;Non;Oui;;Non
DOS51138;12/02/2023;AG011;186;Non;2;14,2;Email;Changement d'offre;Non;Non;Non;7;Non
DOS51139;06/02/2023;AG012;372;Non;4;41,37;Téléphone;Réclamation;Non;Non;Non;;Oui
DOS51140;16/11/2023;AG008;312;Oui;5;44,11;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
DOS51141;07/06/2023;AG008;114;Oui;5;36,19;Chat;Résiliation;Oui;Non;Non;7;Oui
DOS51142;10/05/2023;AG003;228;Oui;4;36,31;Chat;Facturation;Oui;Non;Non;;Non
DOS51143;18/01/2023;AG003;210;Non;5;33,67;Chat;Litige paiement;Non;Non;Oui;9;Non
DOS51144;08/05/2023;AG025;444;Oui;5;;Chat;Changement d'offre;Oui;Non;Oui;4;Oui
DOS51145;14/04/2023;AG012;300;Oui;3;34;Téléphone;Facturation;Oui;Non;Oui;;Oui
DOS51146;05/03/2023;AG011;204;Oui;4;41,6;Chat;Souscription contrat;Non;Non;Oui;8;Non
DOS51147;17/06/2023;AG007;384;Oui;;23,71;Chat;Déménagement;Oui;Non;Oui;10;Oui
DOS51148;23/02/2023;AG025;276;Oui;4;49,89;Téléphone;Relevé compteur;Oui;Non;Oui;;Oui
DOS51149;22/10/2023;AG011;336;Oui;;25,08;Chat;Souscription contrat;Non;Non;Oui;;Oui
DOS51150;03/06/2023;AG012;294;Oui;5;27,75;Email;Panne compteur;Oui;Non;Oui;8;Non
DOS51151;26/07/2023;AG003;570;Non;5;39,75;Chat;Panne compteur;Oui;Non;Oui;;Oui
DOS51152;18/01/2023;AG011;336;Non;4;46,71;Chat;Déménagement;Oui;Non;Oui;;Non
DOS51153;11/02/2023;AG011;402;Oui;4;28,51;Email;Réclamation;Non;Non;Non;;Non
DOS51154;23/05/2023;AG007;444;Non;5;29,84;Courrier;Demande d'information;Oui;Non;Oui;8;Oui
DOS51155;22/02/2023;AG008;300;Non;5;34,99;Courrier;Demande d'information;Oui;Non;Oui;;Oui
DOS51156;19/11/2023;AG007;474;Oui;5;37,05;Email;Souscription contrat;Non;Non;Oui;6;Non
DOS51157;15/09/2023;AG019;420;Non;;18,16;Courrier;Facturation;Oui;Non;Non;9;Non
DOS51158;11/05/2023;AG011;66;Oui;3;33,31;Chat;Relevé compteur;Non;Non;Oui;10;Non
DOS51159;08/02/2023;AG011;222;Non;4;49,42;Chat;Souscription contrat;Oui;Non;Oui;;Oui
DOS51160;02/09/2023;AG011;306;Non;3;50,28;Téléphone;Litige paiement;Non;Oui;Oui;6;Oui
DOS51161;04/06/2023;AG007;318;Oui;4;32,29;Email;Souscription contrat;Non;Non;Oui;;Oui
DOS51162;17/12/2023;AG012;240;Oui;5;40,84;Email;Déménagement;Non;Non;Oui;9;Oui
DOS51163;28/10/2023;AG025;360;Non;3;22,16;Téléphone;Changement d'offre;Oui;Non;Non;1;Non
DOS51164;25/06/2023;AG007;276;Oui;2;18,52;Email;Déménagement;Oui;Non;Non;;Non
DOS51165;28/02/2023;AG007;306;Non;5;15,96;Courrier;Litige paiement;Oui;Non;Non Renseigné;7;Non
DOS51166;14/10/2023;AG019;270;Non;5;41,75;Chat;Déménagement;Oui;Non;Oui;3;Non
DOS51167;14/10/2023;AG007;282;Oui;4;13,25;Courrier;Relevé compteur;Non;Non;Oui;8;Non
DOS51168;09/10/2023;AG019;192;Non;5;52,64;Chat;Résiliation;Non;Oui;Non Renseigné;6;Oui
DOS51169;09/11/2023;AG011;354;Non;2;52,12;Chat;Litige paiement;Oui;Non;Oui;;Non
DOS51170;26/10/2023;AG008;378;Oui;4;13,2;Courrier;Résiliation;Non;Non;Oui;10;Non
DOS51171;01/08/2023;AG011;150;Oui;4;52,07;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non
DOS51172;13/04/2023;AG019;240;Oui;5;26,73;Email;Déménagement;Oui;Non;Oui;8;Non
DOS51173;19/10/2023;AG012;318;Oui;5;15,3;Courrier;Panne compteur;Non;Non;Oui;6;Non
DOS51174;14/11/2023;AG012;504;Non;4;32,21;Courrier;Relevé compteur;Oui;Non;Oui;;Oui
DOS51175;22/07/2023;AG012;192;Oui;4;28,5;Email;Réclamation;Oui;Non;Oui;;Oui
DOS51176;18/01/2023;AG025;270;Oui;5;16,31;Courrier;Résiliation;Non;Non;Non Renseigné;;Oui
DOS51177;25/03/2023;AG003;252;Oui;5;46,72;Chat;Réclamation;Non;Non;Non;5;Non
DOS51178;06/10/2023;AG008;342;Oui;4;26,74;Email;Relevé compteur;Oui;Non;Oui;9;Oui
DOS51179;13/12/2023;AG007;186;Non;2;21,72;Courrier;Facturation;Non;Non;Oui;4;Oui
DOS51180;23/10/2023;AG025;234;Oui;5;29,21;Téléphone;Changement d'offre;Non;Oui;Oui;;Non
DOS51181;09/05/2023;AG025;564;Non;3;37,49;Téléphone;Panne compteur;Non;Oui;Non Renseigné;9;Oui
DOS51182;19/02/2023;AG008;78;Non;4;36,04;Chat;Litige paiement;Oui;Non;Non;9;Non
DOS51183;26/06/2023;AG011;300;Non;;40,79;Courrier;Litige paiement;Non;Non;Oui;;Oui
DOS51184;09/03/2023;AG007;306;Non;1;14,48;Email;Litige paiement;Non;Oui;Non Renseigné;9;Oui
DOS51185;22/03/2023;AG008;;Oui;4;20,02;Email;Résiliation;Oui;Oui;Oui;;Oui
DOS51186;20/09/2023;AG012;;Non;;49,96;Courrier;Réclamation;Non;Non;Non Renseigné;;Non
DOS51187;31/08/2023;AG007;336;Non;5;15,01;Chat;Demande d'information;Oui;Non;Oui;;Non
DOS51188;07/12/2023;AG025;522;Oui;4;18,32;Chat;Litige paiement;Non;Non;Oui;8;Non
DOS51189;13/01/2023;AG003;;Non;1;44,91;Téléphone;Facturation;Non;Non;Oui;6;Non
DOS51190;09/10/2023;AG011;360;Non;;12,36;Email;Litige paiement;Oui;Non;Non;9;Oui
DOS51191;10/10/2023;AG019;342;Oui;2;21,32;Courrier;Relevé compteur;Non;Non;Oui;10;Non
DOS51192;29/07/2023;AG025;372;Oui;4;50,46;Chat;Résiliation;Non;Non;Oui;6;Non
DOS51193;19/08/2023;AG008;432;Oui;2;14,46;Courrier;Déménagement;Non;Non;Oui;8;Non
DOS51194;29/06/2023;AG019;480;Non;5;13,53;Courrier;Souscription contrat;Non;Non;Non;4;Non
DOS51195;09/08/2023;AG007;546;Non;;34,08;Email;Demande d'information;Oui;Non;Non;9;Non
DOS51196;23/10/2023;AG008;162;Non;4;23,75;Chat;Résiliation;Non;Non;Non;7;Oui
DOS51197;14/12/2023;AG011;366;Oui;4;39,53;Email;Changement d'offre;Oui;Oui;Oui;10;Oui
DOS51198;03/01/2023;AG011;450;Oui;4;26,72;Chat;Litige paiement;Oui;Non;Oui;;Oui
DOS51199;10/02/2023;AG007;300;Non;4;23,47;Téléphone;Souscription contrat;Non;Non;Non Renseigné;;Oui
DOS51200;25/11/2023;AG025;198;Non;3;47,23;Chat;Résiliation;Non;Oui;Oui;8;Non
DOS51201;27/03/2023;AG011;198;Oui;5;42,56;Téléphone;Changement d'offre;Non;Non;Oui;10;Oui
DOS51202;28/03/2023;AG025;516;Non;;54,98;Téléphone;Résiliation;Oui;Non;Oui;7;Non
DOS51203;31/12/2023;AG025;228;Oui;;42,54;Chat;Litige paiement;Oui;Non;Oui;;Non
DOS51204;02/07/2023;AG007;354;Non;3;48,58;Téléphone;Panne compteur;Oui;Non;Non Renseigné;8;Non
DOS51205;10/02/2023;AG012;234;Non;2;53,04;Email;Changement d'offre;Non;Non;Oui;8;Non
DOS51206;10/06/2023;AG003;312;Oui;3;41,26;Chat;Panne compteur;Oui;Non;Oui;7;Non
DOS51207;16/05/2023;AG007;132;Non;;22,64;Chat;Litige paiement;Non;Non;Oui;10;Oui
DOS51208;22/10/2023;AG007;132;Non;5;26,34;Téléphone;Panne compteur;Oui;Non;Oui;6;Oui
DOS51209;07/10/2023;AG008;384;Non;4;30,99;Chat;Litige paiement;Non;Non;Non Renseigné;8;Oui
DOS51210;29/04/2023;AG019;;Oui;4;33,21;Courrier;Facturation;Oui;Non;Oui;;Non
DOS51211;26/04/2023;AG012;486;Oui;4;24,84;Chat;Relevé compteur;Oui;Oui;Non;7;Non
DOS51212;30/05/2023;AG003;354;Non;5;45,8;Email;Réclamation;Non;Non;Non;3;Oui
DOS51213;04/12/2023;AG003;156;Oui;5;19,28;Courrier;Litige paiement;Oui;Non;Oui;;Oui
DOS51214;07/01/2023;AG003;348;Oui;5;25,12;Courrier;Relevé compteur;Non;Non;Oui;;Oui
DOS51215;15/11/2023;AG012;258;Oui;3;52,91;Téléphone;Résiliation;Oui;Non;Oui;4;Oui
DOS51216;18/09/2023;AG025;198;Non;3;24,45;Chat;Relevé compteur;Oui;Non;Oui;10;Oui
DOS51217;02/04/2023;AG003;456;Oui;4;34,52;Email;Changement d'offre;Oui;Non;Oui;;Non
DOS51218;11/12/2023;AG008;372;Non;4;34,1;Email;Déménagement;Oui;Non;Non;;Oui
DOS51219;28/02/2023;AG008;240;Non;5;12,45;Email;Litige paiement;Non;Non;Oui;;Oui
DOS51220;06/05/2023;AG008;216;Oui;4;33,97;Courrier;Déménagement;Non;Non;Oui;;Non
DOS51221;21/09/2023;AG019;528;Non;;21,21;Courrier;Litige paiement;Oui;Non;Oui;;Oui
DOS51222;21/03/2023;AG025;360;Oui;5;15,16;Courrier;Facturation;Non;Non;Non Renseigné;10;Oui
DOS51223;03/02/2023;AG025;318;Oui;;24,21;Téléphone;Demande d'information;Non;Non;Oui;;Non
DOS51224;20/02/2023;AG019;216;Non;2;28,28;Email;Souscription contrat;Oui;Non;Oui;;Non
DOS51225;25/05/2023;AG012;216;Oui;4;47,18;Chat;Changement d'offre;Non;Non;Oui;5;Non
DOS51226;02/02/2023;AG008;570;Non;4;34,44;Téléphone;Résiliation;Oui;Non;Oui;4;Oui
DOS51227;27/04/2023;AG025;390;Non;5;30,67;Email;Panne compteur;Non;Non;Oui;6;Oui
DOS51228;19/07/2023;AG011;306;Non;5;29,25;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS51229;28/10/2023;AG007;144;Oui;4;46,21;Courrier;Panne compteur;Non;Non;Oui;10;Non
DOS51230;10/09/2023;AG012;252;Non;5;15,81;Email;Relevé compteur;Oui;Non;Oui;4;Oui
DOS51231;10/12/2023;AG012;360;Oui;3;51,05;Téléphone;Demande d'information;Non;Non;Non Renseigné;;Oui
DOS51232;06/03/2023;AG007;450;Non;5;14,5;Email;Relevé compteur;Non;Non;Oui;;Non
DOS51233;27/01/2023;AG007;;Oui;1;34,64;Email;Facturation;Non;Non;Oui;9;Oui
DOS51234;16/05/2023;AG007;450;Non;5;16,2;Chat;Panne compteur;Non;Non;Oui;6;Non
DOS51235;14/07/2023;AG019;324;Non;3;22,34;Email;Déménagement;Non;Non;Oui;9;Oui
DOS51236;05/06/2023;AG011;438;Oui;5;52,37;Chat;Demande d'information;Oui;Oui;Non;;Non
DOS51237;13/04/2023;AG012;282;Oui;3;54,69;Téléphone;Résiliation;Oui;Oui;Oui;1;Non
DOS51238;17/03/2023;AG003;438;Non;4;50,38;Téléphone;Résiliation;Non;Non;Oui;9;Non
DOS51239;24/03/2023;AG007;258;Non;3;20,03;Email;Panne compteur;Oui;Non;Non;;Non
DOS51240;19/03/2023;AG003;396;Oui;4;31,94;Chat;Réclamation;Non;Non;Oui;;Oui
DOS51241;28/06/2023;AG019;336;Oui;4;16,45;Courrier;Litige paiement;Oui;Non;Oui;;Oui
DOS51242;13/10/2023;AG003;48;Oui;5;36,84;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS51243;17/04/2023;AG003;222;Non;4;30,86;Email;Résiliation;Non;Non;Non Renseigné;8;Oui
DOS51244;04/04/2023;AG019;;Non;4;53,05;Téléphone;Relevé compteur;Oui;Non;Oui;10;Oui
DOS51245;31/08/2023;AG008;;Non;;18,7;Courrier;Facturation;Oui;Oui;Non;9;Oui
DOS51246;18/07/2023;AG012;372;Non;5;23,22;Chat;Réclamation;Oui;Non;Oui;10;Oui
DOS51247;15/07/2023;AG011;252;Non;5;46,37;Courrier;Souscription contrat;Non;Non;Oui;1;Oui
