IdTicket;DateTicket;Agent;Duree_Traitement_Sec;Resolu;Note_Satisfaction_Client;CoutFacturation;Canal;Motif;Traite;Reprise_Appel;Conforme;NPS;Motif_Reclamation
TCK20223;22/06/2023;AG004;312;Oui;1;46,53;Chat;Panne compteur;Non;Non;Non Renseigné;5;Non Renseigné
TCK20224;17/11/2023;AG006;186;Non;3;;Chat;Demande d'information;Non;Non;Non;8;Non Renseigné
TCK20225;09/08/2023;AG006;276;Non;2;19,6;Chat;Résiliation;Non;Non;Oui;6;Non Renseigné
TCK20226;27/01/2023;AG005;324;Oui;4;54,74;Téléphone;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK20227;23/05/2023;AG008;354;Non;4;15,88;Réseaux Sociaux;Souscription contrat;Oui;Oui;Oui;;Non Renseigné
TCK20228;25/06/2023;AG007;372;Oui;3,5;18,83;Téléphone;Relevé compteur;Oui;Oui;Non;;Non Renseigné
TCK20229;21/06/2023;AG005;138;Oui;3;39,01;Téléphone;Réclamation;Oui;Oui;Oui;;Non Renseigné
TCK20230;17/01/2023;AG007;240;Non;1,5;;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20231;11/06/2023;AG002;342;Oui;4,5;43,51;Téléphone;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20232;19/04/2023;AG005;318;Non;4,5;;Chat;Résiliation;Oui;Non;Oui;6;Non Renseigné
TCK20233;27/08/2023;AG005;144;Oui;2,5;26,82;Téléphone;Déménagement;Non;Non;Oui;10;Non Renseigné
TCK20234;12/02/2023;AG008;198;Non;2,5;18,94;Téléphone;Changement d'offre;Non;Non;Non;5;Non Renseigné
TCK20235;16/04/2023;AG001;162;Oui;;55,1;Email;Litige paiement;Non;Non;Non Renseigné;9;Non Renseigné
TCK20236;19/05/2023;AG005;114;Oui;2;32,42;Email;Réclamation;Oui;Non;Oui;9;Non Renseigné
TCK20237;26/02/2023;AG003;210;Non;5;26,03;Chat;Souscription contrat;Non;Non;Oui;9;Non Renseigné
TCK20238;02/06/2023;AG007;390;Oui;4,5;38,29;Téléphone;Réclamation;Non;Non;Oui;;Non Renseigné
TCK20239;29/11/2023;AG006;252;Oui;4,5;;Chat;Résiliation;Non;Non;Oui;9;Facturation incorrecte
TCK20240;17/01/2023;AG006;324;Oui;4;35,67;Email;Résiliation;Non;Non;Non Renseigné;;Non Renseigné
TCK20241;23/07/2023;AG001;174;Oui;;42,53;Téléphone;Panne compteur;Oui;Non;Oui;7;Non Renseigné
TCK20242;11/12/2023;AG007;252;Non;;;Réseaux Sociaux;Litige paiement;Oui;Oui;Oui;;Non Renseigné
TCK20243;25/10/2023;AG002;372;Non;;55,06;Email;Déménagement;Non;Non;Oui;10;Non Renseigné
TCK20244;02/09/2023;AG007;264;Oui;4;40,16;Email;Réclamation;Oui;Non;Non;;Non Renseigné
TCK20245;10/08/2023;AG001;450;Non;3,5;26,28;Chat;Facturation;Non;Non;Non;7;Non Renseigné
TCK20246;27/02/2023;AG006;258;Oui;4;41,17;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;9;Non Renseigné
TCK20247;13/01/2023;AG001;240;Non;2;12,82;Téléphone;Résiliation;Non;Non;Oui;0;Non Renseigné
TCK20248;19/01/2023;AG004;264;Non;2,5;26,63;Téléphone;Résiliation;Non;Non;Non;10;Non Renseigné
TCK20249;20/11/2023;AG003;228;Non;2,5;31,91;Téléphone;Demande d'information;Oui;Oui;Non;6;Non Renseigné
TCK20250;07/05/2023;AG007;192;Oui;2;44,46;Chat;Facturation;Non;Oui;Non;;Non Renseigné
TCK20251;10/11/2023;AG002;216;Non;2,5;;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20252;18/05/2023;AG005;114;Oui;1,5;25,98;Chat;Souscription contrat;Non;Non;Non;;Non Renseigné
TCK20253;05/04/2023;AG003;276;Oui;;39,59;Chat;Facturation;Oui;Non;Non;;Non Renseigné
TCK20254;15/08/2023;AG005;360;Oui;5;45,82;Téléphone;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20255;24/02/2023;AG004;360;Non;4;43,47;Chat;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK20256;03/09/2023;AG002;510;Oui;3,5;11,92;Téléphone;Changement d'offre;Non;Non;Oui;5;Non Renseigné
TCK20257;24/07/2023;AG006;234;Oui;2,5;41,07;Réseaux Sociaux;Déménagement;Oui;Non;Non;5;Non Renseigné
TCK20258;04/08/2023;AG006;270;Oui;;27,88;Téléphone;Relevé compteur;Non;Non;Oui;6;Non Renseigné
TCK20259;06/06/2023;AG006;438;Oui;1,5;23,87;Chat;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK20260;03/03/2023;AG008;420;Non;3,5;53,55;Email;Souscription contrat;Non;Oui;Oui;;Non Renseigné
TCK20261;30/10/2023;AG008;378;Non;1;27,12;Téléphone;Facturation;Non;Non;Oui;5;Non Renseigné
TCK20262;30/10/2023;AG006;306;Oui;4,5;;Email;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20263;22/04/2023;AG006;432;Non;;54,14;Email;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20264;14/07/2023;AG004;462;Non;3,5;38,89;Chat;Réclamation;Non;Non;Oui;;Non Renseigné
TCK20265;25/02/2023;AG008;570;Non;;47,47;Email;Facturation;Non;Non;Oui;5;Non Renseigné
TCK20266;24/06/2023;AG001;522;Non;;34,12;Téléphone;Litige paiement;Non;Non;Oui;10;Non Renseigné
TCK20267;13/02/2023;AG007;336;Non;4;14,68;Téléphone;Réclamation;Oui;Non;Oui;7;Non Renseigné
TCK20268;11/08/2023;AG002;354;Non;5;25,59;Téléphone;Relevé compteur;Oui;Non;Oui;7;Non Renseigné
TCK20269;05/09/2023;AG004;360;Non;3;25,31;Réseaux Sociaux;Facturation;Non;Non;Non;7;Non Renseigné
TCK20270;25/02/2023;AG008;234;Oui;2,5;39,65;Réseaux Sociaux;Déménagement;Non;Oui;Oui;6;Non Renseigné
TCK20271;15/02/2023;AG007;330;Non;2;56,8;Téléphone;Relevé compteur;Non;Non;Non;;Facturation incorrecte
TCK20272;17/07/2023;AG005;180;Non;0,5;44,48;Téléphone;Déménagement;Non;Non;Oui;5;Non Renseigné
TCK20273;01/01/2023;AG005;456;Non;2;27,2;Email;Litige paiement;Oui;Oui;Oui;;Non Renseigné
TCK20274;25/05/2023;AG006;348;Non;4,5;;Chat;Panne compteur;Oui;Oui;Non Renseigné;;Non Renseigné
TCK20275;29/07/2023;AG001;408;Non;5;27,76;Téléphone;Souscription contrat;Non;Oui;Oui;;Non Renseigné
TCK20276;21/04/2023;AG005;438;Non;2,5;36,87;Chat;Déménagement;Oui;Non;Oui;9;Non Renseigné
TCK20277;20/09/2023;AG007;306;Oui;4;52,04;Chat;Résiliation;Non;Non;Oui;9;Non Renseigné
TCK20278;25/08/2023;AG002;258;Non;3,5;21,85;Téléphone;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20279;18/10/2023;AG006;234;Oui;3;32,36;Réseaux Sociaux;Résiliation;Oui;Non;Oui;10;Non Renseigné
TCK20280;18/11/2023;AG005;300;Oui;3,5;37,7;Téléphone;Réclamation;Non;Oui;Non;7;Facturation incorrecte
TCK20281;02/07/2023;AG005;264;Oui;;;Réseaux Sociaux;Changement d'offre;Non;Oui;Non;;Non Renseigné
TCK20282;17/01/2023;AG005;312;Oui;2;16,99;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;8;Non Renseigné
TCK20283;29/04/2023;AG001;294;Non;5;14,81;Téléphone;Changement d'offre;Oui;Oui;Oui;8;Non Renseigné
TCK20284;20/02/2023;AG005;348;Oui;;37,12;Chat;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK20285;20/09/2023;AG003;258;Oui;2;36,37;Chat;Panne compteur;Non;Non;Oui;8;Non Renseigné
TCK20286;17/02/2023;AG005;348;Non;5;20,43;Email;Déménagement;Oui;Non;Non Renseigné;7;Non Renseigné
TCK20287;22/12/2023;AG001;294;Oui;;43,26;Chat;Demande d'information;Non;Non;Oui;8;Non Renseigné
TCK20288;06/05/2023;AG005;288;Non;4,5;;Chat;Litige paiement;Non;Non;Oui;7;Non Renseigné
TCK20289;26/01/2023;AG007;192;Oui;5;18,2;Téléphone;Résiliation;Oui;Non;Oui;4;Facturation incorrecte
TCK20290;06/09/2023;AG008;174;Non;5;33,17;Téléphone;Changement d'offre;Oui;Non;Non;5;Non Renseigné
TCK20291;23/03/2023;AG002;384;Non;;39,97;Téléphone;Souscription contrat;Non;Oui;Non;;Non Renseigné
TCK20292;12/12/2023;AG002;330;Oui;;;Email;Litige paiement;Non;Non;Non Renseigné;;Non Renseigné
TCK20293;13/03/2023;AG006;192;Non;4;25,13;Réseaux Sociaux;Réclamation;Oui;Non;Non;;Non Renseigné
TCK20294;20/08/2023;AG003;168;Oui;4,5;44,41;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Délai de traitement
TCK20295;15/03/2023;AG001;318;Non;5;16,41;Chat;Demande d'information;Oui;Non;Oui;7;Non Renseigné
TCK20296;03/09/2023;AG003;102;Oui;2,5;47,42;Email;Déménagement;Oui;Oui;Non;7;Facturation incorrecte
TCK20297;05/04/2023;AG008;222;Non;2;23,1;Chat;Litige paiement;Oui;Non;Oui;8;Non Renseigné
TCK20298;27/12/2023;AG003;318;Non;2;14,39;Chat;Souscription contrat;Oui;Oui;Oui;;Délai de traitement
TCK20299;21/12/2023;AG006;138;Oui;4;29,58;Réseaux Sociaux;Déménagement;Non;Oui;Oui;;Non Renseigné
TCK20300;09/10/2023;AG008;372;Oui;2,5;41,24;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;7;Non Renseigné
TCK20301;02/11/2023;AG004;408;Oui;;24,13;Téléphone;Réclamation;Oui;Non;Oui;9;Non Renseigné
TCK20302;18/03/2023;AG008;180;Non;;45,95;Chat;Panne compteur;Non;Non;Oui;9;Non Renseigné
TCK20303;02/12/2023;AG004;240;Non;;35,19;Téléphone;Changement d'offre;Non;Non;Non;6;Non Renseigné
TCK20304;08/09/2023;AG005;162;Non;;26,22;Chat;Déménagement;Oui;Non;Oui;;Facturation incorrecte
TCK20305;23/07/2023;AG003;360;Oui;3;26,71;Chat;Déménagement;Oui;Non;Oui;8;Non Renseigné
TCK20306;13/09/2023;AG006;276;Non;4;35,91;Réseaux Sociaux;Litige paiement;Non;Non;Oui;9;Non Renseigné
TCK20307;09/06/2023;AG008;270;Non;4;32,78;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK20308;26/08/2023;AG007;36;Oui;1;56,21;Téléphone;Demande d'information;Non;Non;Non;9;Non Renseigné
TCK20309;26/03/2023;AG007;252;Oui;4,5;11,22;Téléphone;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20310;18/11/2023;AG007;414;Non;;20,97;Téléphone;Demande d'information;Oui;Non;Oui;9;Non Renseigné
TCK20311;19/11/2023;AG003;510;Oui;3;31,44;Téléphone;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK20312;15/07/2023;AG003;408;Non;4;10,04;Chat;Litige paiement;Non;Non;Non;8;Non Renseigné
TCK20313;11/12/2023;AG006;366;Oui;;56,84;Téléphone;Demande d'information;Non;Non;Non Renseigné;9;Non Renseigné
TCK20314;20/10/2023;AG002;216;Non;3,5;23,17;Téléphone;Demande d'information;Non;Oui;Oui;8;Non Renseigné
TCK20315;04/01/2023;AG001;204;Oui;4,5;11,89;Téléphone;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK20316;05/08/2023;AG001;192;Oui;5;15,35;Téléphone;Demande d'information;Oui;Non;Non Renseigné;;Non Renseigné
TCK20317;22/02/2023;AG008;234;Oui;;45,97;Réseaux Sociaux;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20318;15/02/2023;AG001;222;Oui;5;11,05;Téléphone;Litige paiement;Non;Non;Non;8;Non Renseigné
TCK20319;27/08/2023;AG008;342;Non;1,5;21,15;Téléphone;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20320;02/01/2023;AG008;108;Oui;2,5;;Réseaux Sociaux;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20321;05/10/2023;AG005;228;Oui;;35,8;Chat;Déménagement;Oui;Non;Oui;4;Non Renseigné
TCK20322;14/11/2023;AG003;288;Non;;27,72;Chat;Relevé compteur;Oui;Non;Oui;10;Non Renseigné
TCK20323;06/08/2023;AG002;366;Oui;5;29,06;Téléphone;Souscription contrat;Oui;Non;Non;;Non Renseigné
TCK20324;16/07/2023;AG002;438;Oui;2;32,58;Téléphone;Réclamation;Non;Non;Non;7;Non Renseigné
TCK20325;18/10/2023;AG005;204;Oui;3,5;52,84;Réseaux Sociaux;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK20326;27/12/2023;AG002;252;Oui;3,5;38,03;Chat;Souscription contrat;Non;Non;Oui;5;Non Renseigné
TCK20327;07/01/2023;AG008;318;Oui;4,5;14,75;Réseaux Sociaux;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20328;05/02/2023;AG004;228;Non;1,5;20,31;Email;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK20329;27/02/2023;AG008;126;Oui;;53,83;Chat;Déménagement;Oui;Non;Non;8;Non Renseigné
TCK20330;24/06/2023;AG001;252;Oui;;40,28;Chat;Souscription contrat;Non;Non;Oui;6;Non Renseigné
TCK20331;01/12/2023;AG004;138;Oui;4,5;44,59;Chat;Facturation;Non;Non;Non;;Non Renseigné
TCK20332;29/03/2023;AG006;372;Oui;3,5;38,42;Téléphone;Panne compteur;Non;Non;Oui;5;Non Renseigné
TCK20333;21/03/2023;AG008;240;Oui;4;31,98;Email;Panne compteur;Oui;Non;Oui;9;Non Renseigné
TCK20334;12/03/2023;AG002;264;Non;4,5;51,04;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;7;Non Renseigné
TCK20335;22/10/2023;AG003;192;Oui;3,5;40,73;Téléphone;Panne compteur;Oui;Non;Oui;10;Non Renseigné
TCK20336;24/10/2023;AG006;270;Oui;;15,92;Téléphone;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK20337;14/03/2023;AG006;408;Oui;3;10,68;Téléphone;Réclamation;Non;Non;Non;;Non Renseigné
TCK20338;04/07/2023;AG007;384;Non;4,5;49,51;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20339;08/06/2023;AG002;156;Oui;3;24,79;Téléphone;Litige paiement;Non;Non;Oui;10;Non Renseigné
TCK20340;13/01/2023;AG005;24;Non;2;30,53;Email;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20341;13/09/2023;AG006;252;Oui;4,5;21,57;Réseaux Sociaux;Souscription contrat;Non;Non;Non Renseigné;6;Non Renseigné
TCK20342;26/03/2023;AG006;240;Oui;;12,77;Chat;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20343;16/03/2023;AG001;234;Non;2;19,91;Email;Changement d'offre;Oui;Non;Oui;6;Non Renseigné
TCK20344;06/11/2023;AG008;210;Non;;27,89;Téléphone;Litige paiement;Oui;Non;Oui;8;Non Renseigné
TCK20345;07/10/2023;AG003;150;Non;1,5;10,42;Téléphone;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK20346;28/12/2023;AG002;516;Oui;2,5;42,69;Téléphone;Réclamation;Non;Non;Oui;5;Non Renseigné
TCK20347;25/11/2023;AG001;474;Non;3,5;29,35;Chat;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK20348;02/11/2023;AG008;228;Non;3,5;12,7;Téléphone;Résiliation;Non;Non;Oui;;Non Renseigné
TCK20349;17/01/2023;AG001;282;Oui;5;32,86;Réseaux Sociaux;Résiliation;Oui;Non;Oui;7;Non Renseigné
TCK20350;02/12/2023;AG008;378;Non;4,5;15,23;Téléphone;Facturation;Non;Oui;Oui;3;Non Renseigné
TCK20351;04/10/2023;AG007;282;Oui;1;51,13;Téléphone;Déménagement;Non;Non;Oui;;Non Renseigné
TCK20352;20/01/2023;AG008;216;Non;5;;Email;Litige paiement;Non;Oui;Non Renseigné;9;Non Renseigné
TCK20353;24/02/2023;AG007;132;Non;;25,83;Téléphone;Facturation;Oui;Non;Oui;6;Non Renseigné
TCK20354;31/01/2023;AG002;150;Non;4;35,18;Réseaux Sociaux;Demande d'information;Oui;Oui;Oui;;Non Renseigné
TCK20355;28/06/2023;AG008;234;Oui;;50,08;Email;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20356;07/10/2023;AG005;222;Oui;;52,44;Téléphone;Souscription contrat;Oui;Oui;Non;7;Non Renseigné
TCK20357;31/08/2023;AG003;42;Oui;1;45,3;Téléphone;Facturation;Non;Non;Oui;8;Non Renseigné
TCK20358;13/01/2023;AG006;84;Oui;4,5;54,25;Email;Demande d'information;Non;Non;Oui;8;Non Renseigné
TCK20359;21/07/2023;AG006;264;Oui;3,5;;Téléphone;Panne compteur;Oui;Non;Non;1;Non Renseigné
TCK20360;26/04/2023;AG006;114;Oui;;23,46;Chat;Relevé compteur;Non;Non;Oui;6;Facturation incorrecte
TCK20361;04/09/2023;AG007;312;Oui;5;50,16;Chat;Demande d'information;Oui;Non;Non;;Non Renseigné
TCK20362;04/07/2023;AG007;300;Oui;1,5;29,74;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Délai de traitement
TCK20363;23/07/2023;AG001;228;Non;;34,61;Réseaux Sociaux;Résiliation;Oui;Oui;Oui;;Non Renseigné
TCK20364;17/10/2023;AG006;246;Non;1;36,87;Chat;Réclamation;Non;Non;Oui;;Non Renseigné
TCK20365;24/11/2023;AG008;372;Oui;1;12,46;Téléphone;Facturation;Non;Non;Oui;8;Non Renseigné
TCK20366;25/04/2023;AG007;186;Oui;5;15,69;Téléphone;Changement d'offre;Non;Non;Oui;6;Non Renseigné
TCK20367;30/01/2023;AG005;306;Non;3;30,55;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;8;Non Renseigné
TCK20368;20/08/2023;AG007;414;Non;2,5;18,92;Téléphone;Panne compteur;Oui;Non;Oui;9;Non Renseigné
TCK20369;01/11/2023;AG005;372;Oui;;13,98;Email;Souscription contrat;Oui;Non;Oui;10;Non Renseigné
TCK20370;26/08/2023;AG006;204;Non;;;Téléphone;Souscription contrat;Oui;Non;Oui;4;Non Renseigné
TCK20371;06/09/2023;AG006;324;Non;3,5;51,09;Téléphone;Résiliation;Non;Oui;Oui;8;Non Renseigné
TCK20372;21/05/2023;AG002;324;Oui;1,5;26,86;Chat;Panne compteur;Oui;Non;Oui;0;Non Renseigné
TCK20373;24/04/2023;AG003;420;Oui;2;;Téléphone;Changement d'offre;Oui;Non;Non;;Non Renseigné
TCK20374;13/11/2023;AG008;210;Oui;4;35,49;Téléphone;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK20375;02/08/2023;AG003;234;Non;3;39,26;Téléphone;Panne compteur;Oui;Oui;Oui;;Non Renseigné
TCK20376;30/05/2023;AG001;228;Oui;4,5;;Email;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK20377;05/01/2023;AG007;30;Oui;;28,18;Réseaux Sociaux;Facturation;Oui;Non;Non;;Non Renseigné
TCK20378;09/03/2023;AG002;354;Non;4,5;18,2;Téléphone;Facturation;Oui;Oui;Oui;;Non Renseigné
TCK20379;07/10/2023;AG002;300;Non;;29,07;Téléphone;Facturation;Non;Non;Oui;9;Non Renseigné
TCK20380;26/02/2023;AG005;306;Oui;2,5;46,44;Réseaux Sociaux;Résiliation;Non;Non;Oui;10;Non Renseigné
TCK20381;11/03/2023;AG006;162;Oui;3;56,6;Téléphone;Panne compteur;Non;Oui;Non;7;Non Renseigné
TCK20382;01/11/2023;AG007;288;Oui;;12,86;Email;Panne compteur;Non;Non;Non;10;Non Renseigné
TCK20383;27/08/2023;AG006;198;Oui;2;54,69;Email;Réclamation;Non;Non;Oui;7;Délai de traitement
TCK20384;02/04/2023;AG004;492;Oui;5;51,58;Réseaux Sociaux;Changement d'offre;Oui;Non;Non Renseigné;6;Non Renseigné
TCK20385;20/12/2023;AG004;306;Oui;1,5;17,52;Téléphone;Relevé compteur;Non;Non;Oui;8;Non Renseigné
TCK20386;27/03/2023;AG003;186;Oui;4,5;33,42;Email;Déménagement;Oui;Oui;Non;9;Non Renseigné
TCK20387;24/10/2023;AG007;228;Non;4,5;39,92;Email;Déménagement;Non;Oui;Oui;;Non Renseigné
TCK20388;30/11/2023;AG005;264;Oui;;54,76;Chat;Changement d'offre;Oui;Non;Oui;4;Non Renseigné
TCK20389;14/06/2023;AG005;222;Oui;2;59,13;Téléphone;Résiliation;Non;Oui;Oui;9;Non Renseigné
TCK20390;22/11/2023;AG003;156;Oui;2;55,29;Email;Changement d'offre;Non;Non;Oui;10;Non Renseigné
TCK20391;13/09/2023;AG005;318;Oui;4;35,81;Chat;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20392;21/02/2023;AG005;360;Non;4;45,46;Téléphone;Réclamation;Oui;Non;Oui;3;Comportement agent
TCK20393;11/03/2023;AG004;366;Oui;4;20,02;Chat;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK20394;01/08/2023;AG006;342;Non;4;20,99;Email;Facturation;Non;Non;Oui;7;Non Renseigné
TCK20395;27/08/2023;AG007;162;Oui;2,5;31,93;Réseaux Sociaux;Changement d'offre;Oui;Oui;Oui;;Non Renseigné
TCK20396;28/09/2023;AG002;342;Non;1,5;32,66;Téléphone;Réclamation;Non;Non;Oui;;Facturation incorrecte
TCK20397;22/06/2023;AG001;342;Oui;4;49,61;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20398;03/03/2023;AG006;318;Oui;;21,42;Téléphone;Facturation;Oui;Non;Non;0;Non Renseigné
TCK20399;07/09/2023;AG004;378;Non;5;23,7;Téléphone;Réclamation;Non;Non;Oui;0;Non Renseigné
TCK20400;30/03/2023;AG007;192;Non;;23,66;Réseaux Sociaux;Résiliation;Oui;Oui;Oui;9;Non Renseigné
TCK20401;02/11/2023;AG008;234;Oui;3,5;20,48;Email;Relevé compteur;Oui;Oui;Oui;;Non Renseigné
TCK20402;15/07/2023;AG002;366;Oui;2;15,22;Téléphone;Panne compteur;Non;Non;Oui;10;Non Renseigné
TCK20403;10/06/2023;AG005;258;Oui;4;46,01;Email;Litige paiement;Oui;Non;Oui;;Non Renseigné
TCK20404;24/03/2023;AG005;204;Oui;2;56,13;Téléphone;Litige paiement;Non;Non;Non;;Non Renseigné
TCK20405;30/11/2023;AG005;300;Non;0,5;38,42;Téléphone;Déménagement;Non;Oui;Non;9;Non Renseigné
TCK20406;24/05/2023;AG006;408;Non;;;Chat;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK20407;21/04/2023;AG004;198;Oui;3,5;22,87;Téléphone;Facturation;Non;Non;Oui;5;Non Renseigné
TCK20408;04/04/2023;AG006;264;Non;4,5;51,97;Email;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK20409;17/01/2023;AG002;276;Non;2,5;32,41;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;7;Non Renseigné
TCK20410;31/05/2023;AG003;138;Oui;4;43,85;Chat;Résiliation;Non;Non;Oui;4;Non Renseigné
TCK20411;17/12/2023;AG004;336;Oui;2,5;48,61;Téléphone;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20412;10/08/2023;AG003;522;Non;4;32,82;Email;Panne compteur;Non;Oui;Oui;;Facturation incorrecte
TCK20413;04/08/2023;AG008;210;Oui;5;54,7;Chat;Panne compteur;Oui;Non;Oui;3;Non Renseigné
TCK20414;01/07/2023;AG001;402;Non;4,5;50,07;Email;Litige paiement;Oui;Non;Oui;10;Non Renseigné
TCK20415;10/02/2023;AG007;270;Oui;1,5;30,53;Téléphone;Panne compteur;Oui;Non;Oui;8;Non Renseigné
TCK20416;18/07/2023;AG003;216;Oui;4;51,31;Téléphone;Résiliation;Non;Non;Oui;6;Non Renseigné
TCK20417;29/03/2023;AG003;120;Oui;4;21,38;Téléphone;Résiliation;Oui;Non;Oui;;Délai de traitement
TCK20418;10/02/2023;AG005;420;Oui;4;27,67;Email;Facturation;Oui;Non;Oui;;Non Renseigné
TCK20419;19/08/2023;AG008;282;Non;1,5;42,11;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK20420;24/04/2023;AG004;222;Non;4;49,72;Réseaux Sociaux;Litige paiement;Non;Non;Oui;3;Non Renseigné
TCK20421;22/06/2023;AG001;240;Non;4;14,95;Réseaux Sociaux;Déménagement;Oui;Oui;Non Renseigné;9;Délai de traitement
TCK20422;04/08/2023;AG007;342;Oui;;27,32;Réseaux Sociaux;Réclamation;Non;Non;Oui;4;Non Renseigné
TCK20423;08/01/2023;AG005;222;Non;4,5;58,65;Email;Demande d'information;Non;Oui;Oui;;Non Renseigné
TCK20424;20/09/2023;AG008;168;Oui;3,5;45,38;Téléphone;Déménagement;Non;Non;Oui;9;Non Renseigné
TCK20425;17/09/2023;AG004;258;Oui;1;11,56;Réseaux Sociaux;Déménagement;Non;Oui;Oui;10;Non Renseigné
TCK20426;05/07/2023;AG008;252;Non;2,5;;Téléphone;Relevé compteur;Non;Non;Oui;9;Non Renseigné
TCK20427;14/02/2023;AG006;252;Non;4,5;58,01;Téléphone;Relevé compteur;Non;Non;Oui;9;Non Renseigné
TCK20428;12/02/2023;AG008;378;Oui;3;29,88;Réseaux Sociaux;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK20429;09/07/2023;AG002;336;Oui;;26,82;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;9;Non Renseigné
TCK20430;09/05/2023;AG004;258;Non;2,5;37,59;Email;Réclamation;Oui;Non;Oui;8;Non Renseigné
TCK20431;31/08/2023;AG005;96;Oui;5;41,59;Chat;Changement d'offre;Oui;Non;Oui;8;Non Renseigné
TCK20432;14/03/2023;AG002;270;Oui;2,5;26,67;Téléphone;Litige paiement;Non;Oui;Oui;8;Non Renseigné
TCK20433;08/09/2023;AG008;234;Oui;;32,46;Email;Panne compteur;Oui;Oui;Oui;8;Non Renseigné
TCK20434;06/12/2023;AG007;84;Oui;4,5;30,74;Email;Litige paiement;Non;Non;Oui;2;Non Renseigné
TCK20435;26/03/2023;AG006;474;Non;4,5;46,64;Email;Réclamation;Oui;Oui;Oui;;Non Renseigné
TCK20436;14/11/2023;AG008;366;Non;2;22,5;Téléphone;Relevé compteur;Non;Non;Non;4;Comportement agent
TCK20437;14/08/2023;AG008;324;Non;;;Téléphone;Réclamation;Non;Non;Non;;Non Renseigné
TCK20438;27/12/2023;AG001;420;Oui;;28,49;Téléphone;Résiliation;Oui;Non;Oui;;Facturation incorrecte
TCK20439;06/09/2023;AG004;462;Non;;34,3;Téléphone;Relevé compteur;Non;Non;Non;5;Délai de traitement
TCK20440;17/05/2023;AG008;180;Oui;4,5;20,69;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non Renseigné
TCK20441;02/07/2023;AG008;222;Oui;2,5;15,28;Téléphone;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK20442;01/04/2023;AG004;390;Oui;1;57,53;Email;Souscription contrat;Non;Non;Non Renseigné;;Non Renseigné
TCK20443;05/12/2023;AG005;408;Non;3,5;46,48;Chat;Facturation;Non;Non;Non;4;Non Renseigné
TCK20444;28/03/2023;AG001;252;Non;2;39,29;Email;Résiliation;Oui;Oui;Oui;9;Non Renseigné
TCK20445;31/12/2023;AG007;390;Oui;2,5;58,8;Téléphone;Souscription contrat;Non;Oui;Non;;Non Renseigné
TCK20446;23/07/2023;AG002;366;Non;4,5;14,15;Réseaux Sociaux;Souscription contrat;Oui;Non;Non Renseigné;8;Non Renseigné
