IdTicket,DateTicket,Operateur,TempsTraitement_Min,Resolu,Satisfaction_Client,CoutFacturation,Canal_Contact,Motif,Traite,Reprise_Appel,Conforme,Score_NPS,Motif_Reclamation
TCK20243,2023-10-25,Op002,6.2,0,,55.06,Mail,Déménagement,0,0,Vrai,10.0,
TCK20244,2023-09-02,Op007,4.4,Oui,8.0,40.16,Mail,Réclamation,Oui,0,Faux,,
TCK20245,2023-08-10,Op001,7.5,0,7.0,26.28,Chat,Facturation,0,0,Faux,7.0,
TCK20246,2023-02-27,Op006,4.3,oui,8.0,41.17,Réseaux sociaux,Litige paiement,1,0,Vrai,9.0,
TCK20247,2023-01-13,Op001,4.0,Non,4.0,12.82,TEL,Résiliation,Non,0,Vrai,0.0,
TCK20248,2023-01-19,Op004,4.4,Non,5.0,26.63,Tel,Résiliation,Non,0,Faux,10.0,
TCK20249,2023-11-20,Op003,3.8,0,5.0,31.91,TEL,Demande d'information,Oui,1,Faux,6.0,
TCK20250,2023-05-07,Op007,3.2,oui,4.0,44.46,Chat,Facturation,Non,1,Faux,,
TCK20251,2023-11-10,Op002,3.6,0,5.0,,TEL,Facturation,1,0,Vrai,,
TCK20252,2023-05-18,Op005,1.9,1,3.0,25.98,Chat,Souscription contrat,Non,0,Faux,,
TCK20253,2023-04-05,Op003,4.6,Oui,,39.59,Chat,Facturation,1,0,Faux,,
TCK20254,2023-08-15,Op005,6.0,1,10.0,45.82,Tel,Relevé compteur,1,0,Vrai,,
TCK20255,2023-02-24,Op004,6.0,Non,8.0,43.47,Chat,Changement d'offre,Oui,0,Vrai,,
TCK20256,2023-09-03,Op002,8.5,Oui,7.0,11.92,Tel,Changement d'offre,0,0,Vrai,5.0,
TCK20257,2023-07-24,Op006,3.9,1,5.0,41.07,Réseaux sociaux,Déménagement,Oui,0,Faux,5.0,
TCK20258,2023-08-04,Op006,4.5,1,,27.88,TEL,Relevé compteur,Non,0,Vrai,6.0,
TCK20259,2023-06-06,Op006,7.3,Oui,3.0,23.87,Chat,Résiliation,Oui,0,Vrai,9.0,
TCK20260,2023-03-03,Op008,7.0,0,7.0,53.55,Mail,Souscription contrat,0,1,Vrai,,
TCK20261,2023-10-30,Op008,6.3,Non,2.0,27.12,TEL,Facturation,0,0,Vrai,5.0,
TCK20262,2023-10-30,Op006,5.1,oui,9.0,,Mail,Résiliation,0,0,Vrai,,
TCK20263,2023-04-22,Op006,7.2,0,,54.14,Mail,Panne compteur,Non,0,Vrai,,
TCK20264,2023-07-14,Op004,7.7,Non,7.0,38.89,Chat,Réclamation,0,0,Vrai,,
TCK20265,2023-02-25,Op008,9.5,0,,47.47,Mail,Facturation,Non,0,Vrai,5.0,
TCK20266,2023-06-24,Op001,8.7,Non,,34.12,Tel,Litige paiement,Non,0,Vrai,10.0,
TCK20267,2023-02-13,Op007,5.6,Non,8.0,14.68,Tel,Réclamation,Oui,0,Vrai,7.0,
TCK20268,2023-08-11,Op002,5.9,Non,10.0,25.59,Tel,Relevé compteur,1,0,Vrai,7.0,
TCK20269,2023-09-05,Op004,6.0,0,6.0,25.31,Réseaux sociaux,Facturation,Non,0,Faux,7.0,
TCK20270,2023-02-25,Op008,3.9,oui,5.0,39.65,Réseaux sociaux,Déménagement,Non,1,Vrai,6.0,
TCK20271,2023-02-15,Op007,5.5,Non,4.0,56.8,Tel,Relevé compteur,Non,0,Faux,,Facturation incorrecte
TCK20272,2023-07-17,Op005,3.0,0,1.0,44.48,Tel,Déménagement,0,0,Vrai,5.0,
TCK20273,2023-01-01,Op005,7.6,0,4.0,27.2,Mail,Litige paiement,Oui,1,Vrai,,
TCK20274,2023-05-25,Op006,5.8,0,9.0,,Chat,Panne compteur,Oui,1,,,
TCK20275,2023-07-29,Op001,6.8,Non,10.0,27.76,TEL,Souscription contrat,0,1,Vrai,,
TCK20276,2023-04-21,Op005,7.3,Non,5.0,36.87,Chat,Déménagement,1,0,Vrai,9.0,
TCK20277,2023-09-20,Op007,5.1,oui,8.0,52.04,Chat,Résiliation,Non,0,Vrai,9.0,
TCK20278,2023-08-25,Op002,4.3,0,7.0,21.85,TEL,Demande d'information,Oui,0,Vrai,,
TCK20279,2023-10-18,Op006,3.9,oui,6.0,32.36,Réseaux sociaux,Résiliation,1,0,Vrai,10.0,
TCK20280,2023-11-18,Op005,5.0,Oui,7.0,37.7,TEL,Réclamation,0,1,Faux,7.0,Facturation incorrecte
TCK20281,2023-07-02,Op005,4.4,1,,,Réseaux sociaux,Changement d'offre,Non,1,Faux,,
TCK20282,2023-01-17,Op005,5.2,Oui,4.0,16.99,Réseaux sociaux,Changement d'offre,1,0,Vrai,8.0,
TCK20283,2023-04-29,Op001,4.9,0,10.0,14.81,TEL,Changement d'offre,Oui,1,Vrai,8.0,
TCK20284,2023-02-20,Op005,5.8,Oui,,37.12,Chat,Relevé compteur,1,0,Vrai,,
TCK20285,2023-09-20,Op003,4.3,oui,4.0,36.37,Chat,Panne compteur,0,0,Vrai,8.0,
TCK20286,2023-02-17,Op005,5.8,0,10.0,20.43,Mail,Déménagement,1,0,,7.0,
TCK20287,2023-12-22,Op001,4.9,1,,43.26,Chat,Demande d'information,Non,0,Vrai,8.0,
TCK20288,2023-05-06,Op005,4.8,0,9.0,,Chat,Litige paiement,0,0,Vrai,7.0,
TCK20289,2023-01-26,Op007,3.2,1,10.0,18.2,Tel,Résiliation,Oui,0,Vrai,4.0,Facturation incorrecte
TCK20290,2023-09-06,Op008,2.9,Non,10.0,33.17,Tel,Changement d'offre,1,0,Faux,5.0,
TCK20291,2023-03-23,Op002,6.4,0,,39.97,TEL,Souscription contrat,0,1,Faux,,
TCK20292,2023-12-12,Op002,5.5,Oui,,,Mail,Litige paiement,0,0,,,
TCK20293,2023-03-13,Op006,3.2,0,8.0,25.13,Réseaux sociaux,Réclamation,Oui,0,Faux,,
TCK20294,2023-08-20,Op003,2.8,oui,9.0,44.41,Réseaux sociaux,Souscription contrat,Oui,0,Vrai,,Délai de traitement
TCK20295,2023-03-15,Op001,5.3,Non,10.0,16.41,Chat,Demande d'information,1,0,Vrai,7.0,
TCK20296,2023-09-03,Op003,1.7,oui,5.0,47.42,Mail,Déménagement,1,1,Faux,7.0,Facturation incorrecte
TCK20297,2023-04-05,Op008,3.7,0,4.0,23.1,Chat,Litige paiement,1,0,Vrai,8.0,
TCK20298,2023-12-27,Op003,5.3,Non,4.0,14.39,Chat,Souscription contrat,1,1,Vrai,,Délai de traitement
TCK20299,2023-12-21,Op006,2.3,1,8.0,29.58,Réseaux sociaux,Déménagement,0,1,Vrai,,
TCK20300,2023-10-09,Op008,6.2,Oui,5.0,41.24,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,7.0,
TCK20301,2023-11-02,Op004,6.8,oui,,24.13,Tel,Réclamation,1,0,Vrai,9.0,
TCK20302,2023-03-18,Op008,3.0,Non,,45.95,Chat,Panne compteur,0,0,Vrai,9.0,
TCK20303,2023-12-02,Op004,4.0,Non,,35.19,Tel,Changement d'offre,Non,0,Faux,6.0,
TCK20304,2023-09-08,Op005,2.7,0,,26.22,Chat,Déménagement,Oui,0,Vrai,,Facturation incorrecte
TCK20305,2023-07-23,Op003,6.0,Oui,6.0,26.71,Chat,Déménagement,1,0,Vrai,8.0,
TCK20306,2023-09-13,Op006,4.6,Non,8.0,35.91,Réseaux sociaux,Litige paiement,0,0,Vrai,9.0,
TCK20307,2023-06-09,Op008,4.5,0,8.0,32.78,Réseaux sociaux,Changement d'offre,1,0,Vrai,,
TCK20308,2023-08-26,Op007,0.6,1,2.0,56.21,Tel,Demande d'information,0,0,Faux,9.0,
TCK20309,2023-03-26,Op007,4.2,1,9.0,11.22,Tel,Litige paiement,1,0,Vrai,,
TCK20310,2023-11-18,Op007,6.9,Non,,20.97,TEL,Demande d'information,1,0,Vrai,9.0,
TCK20311,2023-11-19,Op003,8.5,Oui,6.0,31.44,Tel,Souscription contrat,0,0,Vrai,,
TCK20312,2023-07-15,Op003,6.8,0,8.0,10.04,Chat,Litige paiement,Non,0,Faux,8.0,
TCK20313,2023-12-11,Op006,6.1,1,,56.84,TEL,Demande d'information,0,0,,9.0,
TCK20314,2023-10-20,Op002,3.6,0,7.0,23.17,TEL,Demande d'information,0,1,Vrai,8.0,
TCK20315,2023-01-04,Op001,3.4,Oui,9.0,11.89,TEL,Changement d'offre,0,0,Vrai,,
TCK20316,2023-08-05,Op001,3.2,oui,10.0,15.35,Tel,Demande d'information,1,0,,,
TCK20317,2023-02-22,Op008,3.9,1,,45.97,Réseaux sociaux,Demande d'information,0,0,Vrai,,
TCK20318,2023-02-15,Op001,3.7,1,10.0,11.05,Tel,Litige paiement,0,0,Faux,8.0,
TCK20319,2023-08-27,Op008,5.7,Non,3.0,21.15,Tel,Demande d'information,1,0,Vrai,,
TCK20320,2023-01-02,Op008,1.8,oui,5.0,,Réseaux sociaux,Panne compteur,Non,0,Vrai,,
TCK20321,2023-10-05,Op005,3.8,oui,,35.8,Chat,Déménagement,Oui,0,Vrai,4.0,
TCK20322,2023-11-14,Op003,4.8,Non,,27.72,Chat,Relevé compteur,Oui,0,Vrai,10.0,
TCK20323,2023-08-06,Op002,6.1,Oui,10.0,29.06,Tel,Souscription contrat,1,0,Faux,,
TCK20324,2023-07-16,Op002,7.3,1,4.0,32.58,TEL,Réclamation,0,0,Faux,7.0,
TCK20325,2023-10-18,Op005,3.4,oui,7.0,52.84,Réseaux sociaux,Litige paiement,Non,0,Vrai,,
TCK20326,2023-12-27,Op002,4.2,Oui,7.0,38.03,Chat,Souscription contrat,0,0,Vrai,5.0,
TCK20327,2023-01-07,Op008,5.3,Oui,9.0,14.75,Réseaux sociaux,Résiliation,0,0,Vrai,,
TCK20328,2023-02-05,Op004,3.8,Non,3.0,20.31,Mail,Souscription contrat,1,0,Vrai,,
TCK20329,2023-02-27,Op008,2.1,oui,,53.83,Chat,Déménagement,Oui,0,Faux,8.0,
TCK20330,2023-06-24,Op001,4.2,Oui,,40.28,Chat,Souscription contrat,0,0,Vrai,6.0,
TCK20331,2023-12-01,Op004,2.3,Oui,9.0,44.59,Chat,Facturation,0,0,Faux,,
TCK20332,2023-03-29,Op006,6.2,Oui,7.0,38.42,TEL,Panne compteur,0,0,Vrai,5.0,
TCK20333,2023-03-21,Op008,4.0,oui,8.0,31.98,Mail,Panne compteur,1,0,Vrai,9.0,
TCK20334,2023-03-12,Op002,4.4,Non,9.0,51.04,Réseaux sociaux,Relevé compteur,Oui,0,Vrai,7.0,
TCK20335,2023-10-22,Op003,3.2,Oui,7.0,40.73,Tel,Panne compteur,1,0,Vrai,10.0,
TCK20336,2023-10-24,Op006,4.5,Oui,,15.92,TEL,Réclamation,Oui,0,Vrai,8.0,
TCK20337,2023-03-14,Op006,6.8,1,6.0,10.68,Tel,Réclamation,Non,0,Faux,,
TCK20338,2023-07-04,Op007,6.4,Non,9.0,49.51,Réseaux sociaux,Demande d'information,1,0,Vrai,,
TCK20339,2023-06-08,Op002,2.6,1,6.0,24.79,TEL,Litige paiement,Non,0,Vrai,10.0,
TCK20340,2023-01-13,Op005,0.4,Non,4.0,30.53,Mail,Panne compteur,0,0,Vrai,,
TCK20341,2023-09-13,Op006,4.2,1,9.0,21.57,Réseaux sociaux,Souscription contrat,Non,0,,6.0,
TCK20342,2023-03-26,Op006,4.0,Oui,,12.77,Chat,Panne compteur,0,0,Vrai,,
TCK20343,2023-03-16,Op001,3.9,0,4.0,19.91,Mail,Changement d'offre,1,0,Vrai,6.0,
TCK20344,2023-11-06,Op008,3.5,0,,27.89,Tel,Litige paiement,Oui,0,Vrai,8.0,
TCK20345,2023-10-07,Op003,2.5,0,3.0,10.42,TEL,Réclamation,Oui,0,Vrai,8.0,
TCK20346,2023-12-28,Op002,8.6,oui,5.0,42.69,TEL,Réclamation,0,0,Vrai,5.0,
TCK20347,2023-11-25,Op001,7.9,0,7.0,29.35,Chat,Demande d'information,0,0,Vrai,,
TCK20348,2023-11-02,Op008,3.8,Non,7.0,12.7,TEL,Résiliation,0,0,Vrai,,
TCK20349,2023-01-17,Op001,4.7,oui,10.0,32.86,Réseaux sociaux,Résiliation,1,0,Vrai,7.0,
TCK20350,2023-12-02,Op008,6.3,Non,9.0,15.23,TEL,Facturation,Non,1,Vrai,3.0,
TCK20351,2023-10-04,Op007,4.7,oui,2.0,51.13,Tel,Déménagement,0,0,Vrai,,
TCK20352,2023-01-20,Op008,3.6,0,10.0,,Mail,Litige paiement,0,1,,9.0,
TCK20353,2023-02-24,Op007,2.2,0,,25.83,TEL,Facturation,1,0,Vrai,6.0,
TCK20354,2023-01-31,Op002,2.5,Non,8.0,35.18,Réseaux sociaux,Demande d'information,1,1,Vrai,,
TCK20355,2023-06-28,Op008,3.9,1,,50.08,Mail,Litige paiement,Oui,0,Vrai,,
TCK20356,2023-10-07,Op005,3.7,1,,52.44,Tel,Souscription contrat,1,1,Faux,7.0,
TCK20357,2023-08-31,Op003,0.7,1,2.0,45.3,TEL,Facturation,0,0,Vrai,8.0,
TCK20358,2023-01-13,Op006,1.4,Oui,9.0,54.25,Mail,Demande d'information,0,0,Vrai,8.0,
TCK20359,2023-07-21,Op006,4.4,1,7.0,,TEL,Panne compteur,Oui,0,Faux,1.0,
TCK20360,2023-04-26,Op006,1.9,1,,23.46,Chat,Relevé compteur,Non,0,Vrai,6.0,Facturation incorrecte
TCK20361,2023-09-04,Op007,5.2,Oui,10.0,50.16,Chat,Demande d'information,Oui,0,Faux,,
TCK20362,2023-07-04,Op007,5.0,1,3.0,29.74,Réseaux sociaux,Litige paiement,1,0,Vrai,,Délai de traitement
TCK20363,2023-07-23,Op001,3.8,Non,,34.61,Réseaux sociaux,Résiliation,1,1,Vrai,,
TCK20364,2023-10-17,Op006,4.1,Non,2.0,36.87,Chat,Réclamation,0,0,Vrai,,
TCK20365,2023-11-24,Op008,6.2,oui,2.0,12.46,TEL,Facturation,0,0,Vrai,8.0,
TCK20366,2023-04-25,Op007,3.1,1,10.0,15.69,TEL,Changement d'offre,Non,0,Vrai,6.0,
TCK20367,2023-01-30,Op005,5.1,Non,6.0,30.55,Réseaux sociaux,Litige paiement,Oui,0,Vrai,8.0,
TCK20368,2023-08-20,Op007,6.9,0,5.0,18.92,TEL,Panne compteur,Oui,0,Vrai,9.0,
TCK20369,2023-11-01,Op005,6.2,1,,13.98,Mail,Souscription contrat,Oui,0,Vrai,10.0,
TCK20370,2023-08-26,Op006,3.4,Non,,,Tel,Souscription contrat,Oui,0,Vrai,4.0,
TCK20371,2023-09-06,Op006,5.4,0,7.0,51.09,TEL,Résiliation,Non,1,Vrai,8.0,
TCK20372,2023-05-21,Op002,5.4,oui,3.0,26.86,Chat,Panne compteur,1,0,Vrai,0.0,
TCK20373,2023-04-24,Op003,7.0,oui,4.0,,Tel,Changement d'offre,1,0,Faux,,
TCK20374,2023-11-13,Op008,3.5,Oui,8.0,35.49,Tel,Litige paiement,Non,0,Vrai,,
TCK20375,2023-08-02,Op003,3.9,0,6.0,39.26,Tel,Panne compteur,1,1,Vrai,,
TCK20376,2023-05-30,Op001,3.8,Oui,9.0,,Mail,Souscription contrat,Oui,0,Vrai,,
TCK20377,2023-01-05,Op007,0.5,Oui,,28.18,Réseaux sociaux,Facturation,1,0,Faux,,
TCK20378,2023-03-09,Op002,5.9,Non,9.0,18.2,TEL,Facturation,Oui,1,Vrai,,
TCK20379,2023-10-07,Op002,5.0,0,,29.07,Tel,Facturation,Non,0,Vrai,9.0,
TCK20380,2023-02-26,Op005,5.1,oui,5.0,46.44,Réseaux sociaux,Résiliation,0,0,Vrai,10.0,
TCK20381,2023-03-11,Op006,2.7,oui,6.0,56.6,Tel,Panne compteur,Non,1,Faux,7.0,
TCK20382,2023-11-01,Op007,4.8,1,,12.86,Mail,Panne compteur,0,0,Faux,10.0,
TCK20383,2023-08-27,Op006,3.3,oui,4.0,54.69,Mail,Réclamation,0,0,Vrai,7.0,Délai de traitement
TCK20384,2023-04-02,Op004,8.2,Oui,10.0,51.58,Réseaux sociaux,Changement d'offre,1,0,,6.0,
TCK20385,2023-12-20,Op004,5.1,oui,3.0,17.52,TEL,Relevé compteur,Non,0,Vrai,8.0,
TCK20386,2023-03-27,Op003,3.1,oui,9.0,33.42,Mail,Déménagement,1,1,Faux,9.0,
TCK20387,2023-10-24,Op007,3.8,0,9.0,39.92,Mail,Déménagement,Non,1,Vrai,,
TCK20388,2023-11-30,Op005,4.4,oui,,54.76,Chat,Changement d'offre,1,0,Vrai,4.0,
TCK20389,2023-06-14,Op005,3.7,1,4.0,59.13,Tel,Résiliation,Non,1,Vrai,9.0,
TCK20390,2023-11-22,Op003,2.6,oui,4.0,55.29,Mail,Changement d'offre,Non,0,Vrai,10.0,
TCK20391,2023-09-13,Op005,5.3,oui,8.0,35.81,Chat,Demande d'information,Oui,0,Vrai,,
TCK20392,2023-02-21,Op005,6.0,Non,8.0,45.46,TEL,Réclamation,Oui,0,Vrai,3.0,Comportement agent
TCK20393,2023-03-11,Op004,6.1,1,8.0,20.02,Chat,Relevé compteur,Non,0,Vrai,,
TCK20394,2023-08-01,Op006,5.7,0,8.0,20.99,Mail,Facturation,0,0,Vrai,7.0,
TCK20395,2023-08-27,Op007,2.7,Oui,5.0,31.93,Réseaux sociaux,Changement d'offre,1,1,Vrai,,
TCK20396,2023-09-28,Op002,5.7,0,3.0,32.66,TEL,Réclamation,0,0,Vrai,,Facturation incorrecte
TCK20397,2023-06-22,Op001,5.7,oui,8.0,49.61,Réseaux sociaux,Demande d'information,1,0,Vrai,,
TCK20398,2023-03-03,Op006,5.3,Oui,,21.42,Tel,Facturation,1,0,Faux,0.0,
TCK20399,2023-09-07,Op004,6.3,Non,10.0,23.7,TEL,Réclamation,0,0,Vrai,0.0,
TCK20400,2023-03-30,Op007,3.2,Non,,23.66,Réseaux sociaux,Résiliation,1,1,Vrai,9.0,
TCK20401,2023-11-02,Op008,3.9,Oui,7.0,20.48,Mail,Relevé compteur,Oui,1,Vrai,,
TCK20402,2023-07-15,Op002,6.1,1,4.0,15.22,TEL,Panne compteur,Non,0,Vrai,10.0,
TCK20403,2023-06-10,Op005,4.3,Oui,8.0,46.01,Mail,Litige paiement,Oui,0,Vrai,,
TCK20404,2023-03-24,Op005,3.4,1,4.0,56.13,TEL,Litige paiement,0,0,Faux,,
TCK20405,2023-11-30,Op005,5.0,Non,1.0,38.42,TEL,Déménagement,Non,1,Faux,9.0,
TCK20406,2023-05-24,Op006,6.8,Non,,,Chat,Changement d'offre,Non,0,Vrai,,
TCK20407,2023-04-21,Op004,3.3,oui,7.0,22.87,Tel,Facturation,0,0,Vrai,5.0,
TCK20408,2023-04-04,Op006,4.4,0,9.0,51.97,Mail,Panne compteur,0,0,Vrai,,
TCK20409,2023-01-17,Op002,4.6,Non,5.0,32.41,Réseaux sociaux,Demande d'information,1,0,Vrai,7.0,
TCK20410,2023-05-31,Op003,2.3,Oui,8.0,43.85,Chat,Résiliation,Non,0,Vrai,4.0,
TCK20411,2023-12-17,Op004,5.6,1,5.0,48.61,Tel,Facturation,Oui,0,Vrai,,
TCK20412,2023-08-10,Op003,8.7,0,8.0,32.82,Mail,Panne compteur,Non,1,Vrai,,Facturation incorrecte
TCK20413,2023-08-04,Op008,3.5,oui,10.0,54.7,Chat,Panne compteur,Oui,0,Vrai,3.0,
TCK20414,2023-07-01,Op001,6.7,0,9.0,50.07,Mail,Litige paiement,Oui,0,Vrai,10.0,
TCK20415,2023-02-10,Op007,4.5,1,3.0,30.53,Tel,Panne compteur,Oui,0,Vrai,8.0,
TCK20416,2023-07-18,Op003,3.6,Oui,8.0,51.31,Tel,Résiliation,Non,0,Vrai,6.0,
TCK20417,2023-03-29,Op003,2.0,oui,8.0,21.38,Tel,Résiliation,1,0,Vrai,,Délai de traitement
TCK20418,2023-02-10,Op005,7.0,oui,8.0,27.67,Mail,Facturation,1,0,Vrai,,
TCK20419,2023-08-19,Op008,4.7,0,3.0,42.11,Réseaux sociaux,Demande d'information,1,0,Vrai,,
TCK20420,2023-04-24,Op004,3.7,0,8.0,49.72,Réseaux sociaux,Litige paiement,Non,0,Vrai,3.0,
TCK20421,2023-06-22,Op001,4.0,0,8.0,14.95,Réseaux sociaux,Déménagement,Oui,1,,9.0,Délai de traitement
TCK20422,2023-08-04,Op007,5.7,1,,27.32,Réseaux sociaux,Réclamation,Non,0,Vrai,4.0,
TCK20423,2023-01-08,Op005,3.7,Non,9.0,58.65,Mail,Demande d'information,Non,1,Vrai,,
TCK20424,2023-09-20,Op008,2.8,Oui,7.0,45.38,Tel,Déménagement,0,0,Vrai,9.0,
TCK20425,2023-09-17,Op004,4.3,oui,2.0,11.56,Réseaux sociaux,Déménagement,0,1,Vrai,10.0,
TCK20426,2023-07-05,Op008,4.2,0,5.0,,TEL,Relevé compteur,Non,0,Vrai,9.0,
TCK20427,2023-02-14,Op006,4.2,Non,9.0,58.01,Tel,Relevé compteur,Non,0,Vrai,9.0,
TCK20428,2023-02-12,Op008,6.3,1,6.0,29.88,Réseaux sociaux,Relevé compteur,0,0,Vrai,,
TCK20429,2023-07-09,Op002,5.6,Oui,,26.82,Réseaux sociaux,Demande d'information,1,0,Vrai,9.0,
TCK20430,2023-05-09,Op004,4.3,0,5.0,37.59,Mail,Réclamation,1,0,Vrai,8.0,
TCK20431,2023-08-31,Op005,1.6,oui,10.0,41.59,Chat,Changement d'offre,Oui,0,Vrai,8.0,
TCK20432,2023-03-14,Op002,4.5,oui,5.0,26.67,TEL,Litige paiement,0,1,Vrai,8.0,
TCK20433,2023-09-08,Op008,3.9,1,,32.46,Mail,Panne compteur,Oui,1,Vrai,8.0,
TCK20434,2023-12-06,Op007,1.4,1,9.0,30.74,Mail,Litige paiement,Non,0,Vrai,2.0,
TCK20435,2023-03-26,Op006,7.9,Non,9.0,46.64,Mail,Réclamation,1,1,Vrai,,
TCK20436,2023-11-14,Op008,6.1,0,4.0,22.5,Tel,Relevé compteur,Non,0,Faux,4.0,Comportement agent
TCK20437,2023-08-14,Op008,5.4,0,,,TEL,Réclamation,0,0,Faux,,
TCK20438,2023-12-27,Op001,7.0,Oui,,28.49,TEL,Résiliation,Oui,0,Vrai,,Facturation incorrecte
TCK20439,2023-09-06,Op004,7.7,Non,,34.3,Tel,Relevé compteur,Non,0,Faux,5.0,Délai de traitement
TCK20440,2023-05-17,Op008,3.0,oui,9.0,20.69,TEL,Changement d'offre,Oui,0,Vrai,9.0,
TCK20441,2023-07-02,Op008,3.7,oui,5.0,15.28,Tel,Changement d'offre,Oui,0,Vrai,,
TCK20442,2023-04-01,Op004,6.5,oui,2.0,57.53,Mail,Souscription contrat,Non,0,,,
TCK20443,2023-12-05,Op005,6.8,Non,7.0,46.48,Chat,Facturation,0,0,Faux,4.0,
TCK20444,2023-03-28,Op001,4.2,0,4.0,39.29,Mail,Résiliation,Oui,1,Vrai,9.0,
TCK20445,2023-12-31,Op007,6.5,Oui,5.0,58.8,TEL,Souscription contrat,Non,1,Faux,,
TCK20446,2023-07-23,Op002,6.1,Non,9.0,14.15,Réseaux sociaux,Souscription contrat,1,0,,8.0,
TCK20447,2023-02-04,Op005,4.6,Non,3.0,19.55,TEL,Résiliation,Oui,0,Faux,10.0,
TCK20448,2023-05-06,Op002,8.2,Non,,,Chat,Déménagement,1,0,,6.0,
TCK20449,2023-12-13,Op008,1.9,Oui,10.0,50.81,Mail,Changement d'offre,0,0,Vrai,6.0,
TCK20450,2023-11-17,Op008,2.2,Oui,5.0,34.74,Réseaux sociaux,Souscription contrat,1,0,Faux,,
TCK20451,2023-05-31,Op003,5.3,oui,3.0,47.12,Mail,Changement d'offre,Oui,0,Vrai,,
TCK20452,2023-06-22,Op001,4.5,0,8.0,25.26,Mail,Réclamation,1,0,Vrai,8.0,
TCK20453,2023-08-03,Op006,7.3,Oui,8.0,58.69,Chat,Demande d'information,Non,1,Vrai,5.0,
TCK20454,2023-09-17,Op007,2.8,Non,,24.02,TEL,Demande d'information,Non,0,Vrai,2.0,
TCK20455,2023-10-30,Op004,7.6,oui,9.0,46.56,Réseaux sociaux,Facturation,Non,0,Vrai,9.0,
TCK20456,2023-03-24,Op005,3.3,1,9.0,36.49,Chat,Résiliation,1,0,Vrai,9.0,
TCK20457,2023-01-21,Op007,3.6,1,,24.5,Chat,Déménagement,1,0,Faux,,
TCK20458,2023-06-05,Op008,2.9,1,7.0,42.75,Mail,Déménagement,0,1,Vrai,5.0,
TCK20459,2023-12-17,Op004,5.0,0,,24.16,Réseaux sociaux,Litige paiement,Oui,0,Vrai,,
TCK20460,2023-06-16,Op004,5.8,Oui,7.0,40.43,Chat,Résiliation,1,0,Vrai,6.0,Comportement agent
TCK20461,2023-07-09,Op001,3.2,1,6.0,58.55,Mail,Demande d'information,1,0,Faux,,
TCK20462,2023-08-16,Op004,7.2,Oui,9.0,13.18,Réseaux sociaux,Relevé compteur,0,1,Vrai,9.0,
TCK20463,2023-10-12,Op003,2.6,oui,,,Mail,Réclamation,Oui,0,Faux,,
TCK20464,2023-11-19,Op008,5.3,oui,9.0,36.95,Réseaux sociaux,Déménagement,0,0,Faux,7.0,
TCK20465,2023-04-14,Op004,4.3,oui,7.0,24.39,Réseaux sociaux,Litige paiement,0,0,Faux,,
TCK20466,2023-09-20,Op002,5.2,0,,42.24,TEL,Panne compteur,Non,0,Vrai,2.0,
TCK20467,2023-11-22,Op004,3.3,0,9.0,28.7,Chat,Souscription contrat,1,0,Vrai,10.0,Facturation incorrecte
TCK20468,2023-11-02,Op007,5.4,Oui,,26.05,Mail,Déménagement,Oui,1,Vrai,,
TCK20469,2023-11-20,Op007,4.1,Non,,22.61,Réseaux sociaux,Changement d'offre,Non,0,Vrai,9.0,
TCK20470,2023-12-26,Op008,6.8,Oui,4.0,15.16,Chat,Déménagement,Non,0,Vrai,5.0,
TCK20471,2023-04-22,Op001,4.7,1,9.0,,Réseaux sociaux,Souscription contrat,Oui,1,Vrai,7.0,
TCK20472,2023-10-12,Op008,5.5,0,8.0,29.25,Chat,Déménagement,1,0,Faux,5.0,
TCK20473,2023-06-04,Op001,3.0,0,8.0,30.11,Chat,Changement d'offre,Non,0,Vrai,,
TCK20474,2023-12-05,Op006,4.1,Oui,6.0,34.05,Chat,Résiliation,Oui,0,Faux,10.0,
TCK20475,2023-09-19,Op007,2.7,0,,28.82,Chat,Demande d'information,1,0,Vrai,1.0,
TCK20476,2023-08-28,Op004,3.6,1,9.0,44.28,Chat,Demande d'information,0,0,Faux,8.0,
TCK20477,2023-09-07,Op008,4.2,oui,9.0,31.81,Mail,Souscription contrat,Non,0,Faux,5.0,Erreur technique
TCK20478,2023-05-04,Op004,5.4,Oui,9.0,50.13,Chat,Facturation,Non,0,Faux,5.0,
TCK20479,2023-12-21,Op007,3.6,oui,9.0,,Chat,Panne compteur,Oui,0,Faux,,
TCK20480,2023-08-11,Op002,1.1,Non,,41.9,Tel,Facturation,1,0,Faux,,Délai de traitement
TCK20481,2023-07-07,Op006,4.3,oui,9.0,24.41,Mail,Réclamation,Oui,0,,7.0,
TCK20482,2023-06-05,Op005,5.9,1,7.0,12.02,TEL,Déménagement,Oui,0,Faux,,
TCK20483,2023-01-27,Op004,2.9,oui,9.0,14.74,Tel,Changement d'offre,1,0,Vrai,,
TCK20484,2023-01-07,Op007,3.1,Non,5.0,22.05,Mail,Litige paiement,Non,0,Vrai,5.0,
TCK20485,2023-04-08,Op001,3.7,0,9.0,56.81,Mail,Panne compteur,Oui,0,Vrai,,
TCK20486,2023-10-25,Op007,0.4,Non,,53.67,Mail,Litige paiement,Oui,1,Vrai,3.0,
TCK20487,2023-01-27,Op004,5.1,Oui,6.0,29.75,Chat,Litige paiement,Oui,0,Vrai,7.0,Facturation incorrecte
