Reference_Dossier,Jour,Nom_Agent,Duree_Min,Dossier_Cloture,Note_Client,Prix_Prestation,Type_Contact,Objet,Traite,Repris,Conformite_Controle,NPS_Client,Est_Reclamation
DOS50895,45059,AGT-11,4.7,TRUE,3.0,50.13,Courrier,Panne compteur,FALSE,0,Non Conforme,8.0,FAUX
DOS50896,45095,AGT-03,5.0,VRAI,5.0,53.77,Chat,Déménagement,FALSE,0,Conforme,,VRAI
DOS50897,45003,AGT-03,2.6,TRUE,2.0,28.01,Courrier,Demande d'information,FALSE,1,Conforme,4.0,VRAI
DOS50898,45118,AGT-19,2.8,FALSE,5.0,16.92,Chat,Relevé compteur,TRUE,0,Conforme,4.0,VRAI
DOS50899,44964,AGT-19,4.2,TRUE,,43.83,Téléphone,Litige paiement,FALSE,0,Conforme,7.0,FAUX
DOS50900,45258,AGT-03,3.7,VRAI,4.0,13.73,Téléphone,Demande d'information,FALSE,0,Conforme,,FAUX
DOS50901,45036,AGT-12,6.8,FAUX,4.0,54.37,Chat,Souscription contrat,FALSE,0,Conforme,7.0,VRAI
DOS50902,45251,AGT-07,2.6,VRAI,1.0,50.96,Chat,Panne compteur,FALSE,0,,,VRAI
DOS50903,45001,AGT-25,3.0,TRUE,3.0,37.16,Email,Facturation,TRUE,0,Conforme,,FAUX
DOS50904,44929,AGT-07,5.8,FAUX,5.0,54.71,Courrier,Souscription contrat,TRUE,0,Non Conforme,5.0,VRAI
DOS50905,45001,AGT-03,4.8,VRAI,5.0,15.73,Téléphone,Litige paiement,TRUE,0,NC,9.0,VRAI
DOS50906,45155,AGT-08,4.6,TRUE,5.0,34.54,Téléphone,Souscription contrat,FALSE,0,Non Conforme,,FAUX
DOS50907,44954,AGT-07,7.2,FALSE,4.0,51.34,Chat,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50908,45194,AGT-08,4.6,TRUE,5.0,29.71,Email,Panne compteur,TRUE,0,Conforme,8.0,VRAI
DOS50909,45045,AGT-12,5.3,VRAI,4.0,15.16,Chat,Litige paiement,FALSE,1,NC,8.0,VRAI
DOS50910,45070,AGT-19,4.2,FAUX,5.0,47.91,Téléphone,Relevé compteur,TRUE,0,Conforme,3.0,VRAI
DOS50911,44980,AGT-25,5.0,FALSE,,21.02,Téléphone,Changement d'offre,TRUE,0,Conforme,9.0,FAUX
DOS50912,44963,AGT-19,6.8,TRUE,4.0,44.09,Téléphone,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50913,45260,AGT-19,4.4,TRUE,,21.42,Téléphone,Panne compteur,FALSE,1,Conforme,6.0,FAUX
DOS50914,44973,AGT-08,5.6,FALSE,4.0,28.8,Courrier,Demande d'information,TRUE,0,Conforme,,FAUX
DOS50915,45011,AGT-19,4.5,VRAI,5.0,44.94,Courrier,Changement d'offre,FALSE,0,NC,6.0,FAUX
DOS50916,45264,AGT-12,1.2,FAUX,4.0,31.4,Email,Litige paiement,TRUE,0,Conforme,9.0,FAUX
DOS50917,45088,AGT-25,3.8,FALSE,,44.19,Email,Panne compteur,FALSE,0,Conforme,10.0,FAUX
DOS50918,45279,AGT-11,4.2,TRUE,5.0,32.14,Email,Souscription contrat,FALSE,0,NC,,FAUX
DOS50919,44933,AGT-08,5.3,FAUX,5.0,50.07,Courrier,Facturation,FALSE,0,Conforme,10.0,FAUX
DOS50920,45117,AGT-25,6.4,FALSE,5.0,39.12,Chat,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50921,45100,AGT-19,4.8,FALSE,5.0,52.17,Chat,Déménagement,FALSE,0,Conforme,10.0,FAUX
DOS50922,45038,AGT-03,4.4,FALSE,4.0,21.94,Téléphone,Panne compteur,TRUE,1,Conforme,,VRAI
DOS50923,45095,AGT-11,5.7,FAUX,4.0,28.95,Courrier,Litige paiement,FALSE,1,NC,,FAUX
DOS50924,45010,AGT-25,5.2,TRUE,,-32.27,Chat,Changement d'offre,FALSE,0,Conforme,8.0,FAUX
DOS50925,44944,AGT-19,2.6,FALSE,,53.12,Téléphone,Litige paiement,FALSE,0,NC,,FAUX
DOS50926,45094,AGT-25,8.0,TRUE,4.0,52.5,Email,Litige paiement,TRUE,0,Conforme,9.0,VRAI
DOS50927,45030,AGT-07,4.5,TRUE,,49.71,Téléphone,Changement d'offre,TRUE,0,Conforme,10.0,FAUX
DOS50928,45256,AGT-19,5.2,FALSE,3.0,26.95,Courrier,Litige paiement,TRUE,0,,,VRAI
DOS50929,45183,AGT-25,2.3,FAUX,2.0,29.19,Chat,Résiliation,FALSE,0,,9.0,FAUX
DOS50930,44957,AGT-12,7.4,TRUE,5.0,31.44,Téléphone,Panne compteur,FALSE,0,Conforme,7.0,FAUX
DOS50931,45107,AGT-12,4.3,TRUE,,34.52,Courrier,Résiliation,TRUE,1,Non Conforme,8.0,FAUX
DOS50932,44947,AGT-07,8.3,VRAI,4.0,18.5,Téléphone,Déménagement,FALSE,0,Non Conforme,7.0,VRAI
DOS50933,45158,AGT-03,5.1,VRAI,1.0,38.3,Courrier,Réclamation,TRUE,0,NC,,FAUX
DOS50934,45193,AGT-11,6.3,TRUE,3.0,26.07,Email,Relevé compteur,FALSE,1,Conforme,,FAUX
DOS50935,45106,AGT-19,4.5,FAUX,,26.15,Chat,Relevé compteur,FALSE,0,Conforme,9.0,VRAI
DOS50936,45191,AGT-03,2.7,FALSE,4.0,24.25,Chat,Résiliation,FALSE,0,NC,10.0,VRAI
DOS50937,45156,AGT-03,6.0,VRAI,4.0,29.92,Courrier,Litige paiement,TRUE,1,Conforme,9.0,FAUX
DOS50938,45285,AGT-08,5.9,FALSE,3.0,37.78,Téléphone,Réclamation,TRUE,1,NC,0.0,FAUX
DOS50939,44950,AGT-03,0.9,TRUE,3.0,36.37,Email,Résiliation,FALSE,0,Conforme,,FAUX
DOS50940,44969,AGT-25,2.6,TRUE,3.0,17.44,Chat,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50941,45008,AGT-25,7.3,TRUE,5.0,44.71,Email,Relevé compteur,TRUE,0,Conforme,6.0,FAUX
DOS50942,44980,AGT-25,4.3,TRUE,5.0,29.5,Email,Souscription contrat,FALSE,0,Conforme,7.0,FAUX
DOS50943,45099,AGT-07,6.5,VRAI,3.0,33.44,Courrier,Demande d'information,TRUE,1,Conforme,5.0,VRAI
DOS50944,44954,AGT-11,9.3,FALSE,5.0,13.79,Courrier,Réclamation,TRUE,0,Conforme,,FAUX
DOS50945,45034,AGT-25,6.1,FAUX,,43.02,Courrier,Réclamation,TRUE,0,Conforme,,FAUX
DOS50946,45269,AGT-11,5.1,FAUX,5.0,47.59,Email,Relevé compteur,FALSE,0,Conforme,6.0,VRAI
DOS50947,44973,AGT-08,3.8,VRAI,3.0,31.4,Chat,Souscription contrat,FALSE,0,Conforme,,FAUX
DOS50948,45099,AGT-07,5.7,VRAI,5.0,29.69,Téléphone,Litige paiement,TRUE,1,Conforme,9.0,VRAI
DOS50949,45254,AGT-07,6.0,FAUX,,19.91,Email,Facturation,TRUE,0,Conforme,0.0,FAUX
DOS50950,45155,AGT-07,5.3,VRAI,5.0,48.65,Téléphone,Changement d'offre,FALSE,0,Non Conforme,9.0,FAUX
DOS50951,45007,AGT-11,6.6,TRUE,,26.71,Courrier,Relevé compteur,FALSE,0,Conforme,4.0,FAUX
DOS50952,45188,AGT-25,2.9,VRAI,3.0,21.45,Chat,Relevé compteur,FALSE,1,Conforme,6.0,VRAI
DOS50953,45235,AGT-07,5.3,TRUE,3.0,32.72,Téléphone,Facturation,FALSE,0,Non Conforme,9.0,VRAI
DOS50954,45082,AGT-11,5.1,FALSE,4.0,30.01,Courrier,Résiliation,TRUE,0,Conforme,7.0,FAUX
DOS50955,45272,AGT-07,4.0,FAUX,5.0,45.51,Email,Demande d'information,TRUE,0,,,FAUX
DOS50956,45072,AGT-19,5.9,VRAI,5.0,15.86,Courrier,Facturation,TRUE,0,Conforme,7.0,VRAI
DOS50957,44977,AGT-12,2.7,FALSE,4.0,43.56,Téléphone,Relevé compteur,FALSE,0,Conforme,,FAUX
DOS50958,44994,AGT-25,3.6,FALSE,5.0,47.91,Téléphone,Changement d'offre,FALSE,0,,10.0,VRAI
DOS50959,44932,AGT-12,10.9,TRUE,2.0,52.25,Courrier,Déménagement,TRUE,0,Conforme,,FAUX
DOS50960,45185,AGT-03,4.5,TRUE,4.0,23.68,Courrier,Facturation,FALSE,0,Conforme,5.0,VRAI
DOS50961,45038,AGT-19,4.8,TRUE,4.0,45.02,Téléphone,Résiliation,TRUE,0,Conforme,9.0,FAUX
DOS50962,45221,AGT-25,6.0,FALSE,4.0,39.14,Courrier,Réclamation,FALSE,0,NC,7.0,VRAI
DOS50963,45181,AGT-08,6.2,TRUE,5.0,34.1,Courrier,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50964,44936,AGT-08,3.6,VRAI,,48.18,Email,Résiliation,FALSE,1,Conforme,9.0,VRAI
DOS50965,45129,AGT-07,8.3,FAUX,5.0,41.12,Chat,Changement d'offre,FALSE,1,Conforme,,VRAI
DOS50966,45106,AGT-19,5.9,FALSE,4.0,50.06,Email,Facturation,TRUE,0,Conforme,,FAUX
DOS50967,45117,AGT-07,9.0,FAUX,4.0,22.84,Email,Réclamation,FALSE,0,Conforme,8.0,VRAI
DOS50968,45157,AGT-25,7.8,TRUE,5.0,33.19,Chat,Déménagement,FALSE,0,NC,,VRAI
DOS50969,45126,AGT-03,4.1,TRUE,4.0,50.24,Chat,Réclamation,TRUE,1,Conforme,,FAUX
DOS50970,45238,AGT-03,2.7,FAUX,,50.22,Téléphone,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50971,44936,AGT-08,2.3,TRUE,3.0,31.97,Téléphone,Facturation,TRUE,0,Conforme,,VRAI
DOS50972,44945,AGT-12,1.0,FALSE,5.0,23.9,Email,Résiliation,FALSE,0,Conforme,,FAUX
DOS50973,45156,AGT-12,5.6,TRUE,5.0,40.21,Email,Relevé compteur,FALSE,0,Non Conforme,9.0,FAUX
DOS50974,44959,AGT-19,3.9,FAUX,4.0,41.84,Courrier,Changement d'offre,FALSE,0,,8.0,VRAI
DOS50975,45090,AGT-08,6.3,FALSE,,37.91,Chat,Changement d'offre,TRUE,0,,6.0,FAUX
DOS50976,45025,AGT-19,4.0,FAUX,5.0,29.59,Chat,Souscription contrat,FALSE,0,NC,,FAUX
DOS50977,45082,AGT-03,3.6,FAUX,4.0,42.07,Courrier,Facturation,FALSE,0,Conforme,10.0,VRAI
DOS50978,45217,AGT-07,6.2,FALSE,4.0,-45.04,Chat,Facturation,FALSE,0,Conforme,9.0,FAUX
DOS50979,44951,AGT-03,9.6,TRUE,5.0,44.59,Courrier,Déménagement,TRUE,1,,,VRAI
DOS50980,45179,AGT-07,7.8,FALSE,,26.37,Téléphone,Réclamation,TRUE,0,Conforme,,VRAI
DOS50981,45143,AGT-12,6.2,FAUX,4.0,49.89,Email,Déménagement,TRUE,0,Non Conforme,8.0,FAUX
DOS50982,45156,AGT-19,7.5,VRAI,5.0,35.49,Chat,Réclamation,TRUE,0,Non Conforme,6.0,FAUX
DOS50983,45047,AGT-25,6.0,VRAI,3.0,21.39,Courrier,Panne compteur,FALSE,0,Conforme,10.0,FAUX
DOS50984,45279,AGT-12,0.9,VRAI,,41.99,Courrier,Réclamation,TRUE,0,Conforme,,VRAI
DOS50985,45239,AGT-11,6.6,TRUE,5.0,32.46,Email,Panne compteur,FALSE,0,Conforme,,FAUX
DOS50986,45155,AGT-25,6.2,FALSE,4.0,41.44,Courrier,Facturation,TRUE,0,Conforme,2.0,FAUX
DOS50987,45004,AGT-03,7.0,VRAI,5.0,21.34,Courrier,Relevé compteur,TRUE,0,Conforme,8.0,VRAI
DOS50988,44937,AGT-19,3.9,FAUX,4.0,35.03,Chat,Changement d'offre,TRUE,0,NC,,VRAI
DOS50989,45012,AGT-03,7.4,FALSE,3.0,17.9,Email,Déménagement,TRUE,1,Non Conforme,8.0,VRAI
DOS50990,44931,AGT-11,2.9,TRUE,4.0,35.78,Courrier,Souscription contrat,TRUE,0,NC,4.0,FAUX
DOS50991,45120,AGT-19,5.5,FAUX,4.0,39.9,Téléphone,Relevé compteur,FALSE,0,Conforme,,FAUX
DOS50992,45022,AGT-19,5.1,FALSE,5.0,49.65,Email,Demande d'information,FALSE,1,Conforme,4.0,FAUX
DOS50993,45146,AGT-07,0.3,VRAI,5.0,16.67,Téléphone,Déménagement,FALSE,0,Conforme,8.0,FAUX
DOS50994,45035,AGT-19,4.1,TRUE,5.0,13.58,Courrier,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50995,45115,AGT-08,6.1,VRAI,5.0,19.98,Chat,Réclamation,FALSE,1,NC,9.0,VRAI
DOS50996,45204,AGT-07,4.2,VRAI,4.0,49.52,Courrier,Résiliation,TRUE,0,Non Conforme,,VRAI
DOS50997,45227,AGT-08,8.1,VRAI,4.0,34.56,Courrier,Changement d'offre,TRUE,0,Conforme,7.0,FAUX
DOS50998,45249,AGT-19,5.6,VRAI,5.0,19.23,Téléphone,Résiliation,TRUE,0,Conforme,10.0,FAUX
DOS50999,45124,AGT-25,4.6,TRUE,,26.85,Courrier,Relevé compteur,TRUE,1,Conforme,,VRAI
DOS51000,45102,AGT-07,7.4,FAUX,4.0,20.2,Courrier,Relevé compteur,FALSE,0,Conforme,8.0,FAUX
DOS51001,44990,AGT-03,4.3,VRAI,5.0,46.71,Chat,Litige paiement,FALSE,1,NC,,VRAI
DOS51002,45165,AGT-03,3.0,TRUE,4.0,25.01,Téléphone,Résiliation,FALSE,1,Conforme,,FAUX
DOS51003,44941,AGT-03,6.3,VRAI,4.0,17.67,Courrier,Panne compteur,TRUE,0,Conforme,,VRAI
DOS51004,45263,AGT-03,2.7,TRUE,5.0,39.69,Email,Panne compteur,TRUE,0,Conforme,,FAUX
DOS51005,44942,AGT-03,4.2,VRAI,5.0,54.76,Téléphone,Demande d'information,FALSE,1,NC,9.0,VRAI
DOS51006,45073,AGT-12,5.2,FAUX,5.0,36.67,Téléphone,Relevé compteur,TRUE,0,Conforme,7.0,VRAI
DOS51007,45083,AGT-08,4.6,FAUX,3.0,51.31,Courrier,Souscription contrat,TRUE,0,Non Conforme,9.0,FAUX
DOS51008,44975,AGT-11,11.4,TRUE,4.0,32.28,Téléphone,Changement d'offre,TRUE,0,Conforme,8.0,FAUX
DOS51009,45193,AGT-19,6.0,FAUX,2.0,23.56,Email,Réclamation,FALSE,0,Conforme,,VRAI
DOS51010,45045,AGT-11,4.9,VRAI,4.0,14.26,Téléphone,Litige paiement,FALSE,0,Conforme,,VRAI
DOS51011,45253,AGT-25,4.0,FAUX,4.0,35.67,Chat,Déménagement,FALSE,1,Conforme,,FAUX
DOS51012,45195,AGT-12,5.9,TRUE,3.0,17.77,Chat,Résiliation,TRUE,0,NC,,VRAI
DOS51013,45268,AGT-08,1.4,FAUX,5.0,52.1,Chat,Changement d'offre,TRUE,0,Conforme,0.0,FAUX
DOS51014,45268,AGT-12,7.5,VRAI,3.0,16.11,Email,Litige paiement,TRUE,0,Conforme,8.0,VRAI
DOS51015,44994,AGT-19,2.0,FAUX,2.0,27.25,Chat,Facturation,TRUE,0,,7.0,FAUX
DOS51016,45003,AGT-12,5.8,TRUE,4.0,48.66,Courrier,Réclamation,TRUE,0,Conforme,3.0,FAUX
DOS51017,44974,AGT-03,4.8,TRUE,4.0,36.93,Email,Demande d'information,FALSE,1,Conforme,,FAUX
DOS51018,45003,AGT-12,6.7,FALSE,3.0,52.09,Chat,Demande d'information,FALSE,0,Conforme,9.0,FAUX
DOS51019,45078,AGT-11,5.3,TRUE,3.0,53.68,Chat,Facturation,TRUE,0,,,VRAI
DOS51020,45263,AGT-03,6.1,TRUE,5.0,12.79,Téléphone,Réclamation,FALSE,0,NC,,VRAI
DOS51021,45162,AGT-11,9.1,VRAI,5.0,14.66,Téléphone,Réclamation,FALSE,0,Conforme,8.0,FAUX
DOS51022,45216,AGT-08,6.8,VRAI,5.0,37.53,Chat,Facturation,FALSE,0,Conforme,8.0,FAUX
DOS51023,45243,AGT-12,4.6,TRUE,5.0,46.65,Téléphone,Changement d'offre,TRUE,0,NC,8.0,VRAI
DOS51024,45068,AGT-25,3.3,TRUE,,30.65,Chat,Litige paiement,TRUE,0,Conforme,0.0,VRAI
DOS51025,45163,AGT-12,4.8,FALSE,5.0,31.66,Téléphone,Panne compteur,TRUE,0,NC,9.0,VRAI
DOS51026,45238,AGT-12,3.3,TRUE,,54.63,Email,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS51027,45284,AGT-03,5.4,VRAI,5.0,22.5,Courrier,Relevé compteur,TRUE,1,Non Conforme,9.0,VRAI
DOS51028,45201,AGT-25,5.5,TRUE,3.0,35.1,Courrier,Résiliation,FALSE,0,Conforme,6.0,FAUX
DOS51029,45083,AGT-03,2.4,VRAI,5.0,30.91,Email,Changement d'offre,FALSE,0,Non Conforme,8.0,FAUX
DOS51030,44945,AGT-08,5.4,FALSE,,38.22,Téléphone,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS51031,44947,AGT-07,8.3,VRAI,5.0,43.12,Téléphone,Souscription contrat,TRUE,0,,0.0,FAUX
DOS51032,45217,AGT-19,5.3,TRUE,1.0,50.02,Chat,Changement d'offre,TRUE,0,Conforme,7.0,FAUX
DOS51033,45126,AGT-03,4.4,FAUX,5.0,12.75,Téléphone,Relevé compteur,TRUE,0,Conforme,8.0,FAUX
DOS51034,45021,AGT-08,6.6,VRAI,,27.19,Email,Litige paiement,TRUE,0,NC,7.0,VRAI
DOS51035,45077,AGT-25,4.9,TRUE,,31.73,Courrier,Changement d'offre,FALSE,0,Conforme,8.0,VRAI
DOS51036,45284,AGT-08,5.0,VRAI,,34.11,Email,Souscription contrat,FALSE,0,Conforme,5.0,VRAI
DOS51037,45211,AGT-03,7.4,FAUX,5.0,47.94,Courrier,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS51038,45096,AGT-03,3.4,FAUX,2.0,12.73,Email,Litige paiement,FALSE,0,Conforme,,VRAI
DOS51039,44995,AGT-25,7.0,TRUE,3.0,32.63,Chat,Souscription contrat,TRUE,0,Conforme,,FAUX
DOS51040,44942,AGT-08,2.3,VRAI,5.0,45.32,Chat,Réclamation,TRUE,0,Conforme,9.0,FAUX
DOS51041,45069,AGT-03,9.4,FALSE,4.0,43.81,Chat,Relevé compteur,TRUE,0,Conforme,6.0,VRAI
DOS51042,45004,AGT-11,3.5,FALSE,5.0,51.82,Courrier,Souscription contrat,TRUE,0,Conforme,8.0,FAUX
DOS51043,45215,AGT-03,5.4,VRAI,4.0,31.59,Téléphone,Litige paiement,TRUE,0,Conforme,5.0,VRAI
DOS51044,44936,AGT-11,7.9,TRUE,3.0,40.98,Téléphone,Réclamation,FALSE,0,NC,6.0,FAUX
DOS51045,44987,AGT-12,2.3,FAUX,4.0,21.06,Chat,Changement d'offre,TRUE,1,Conforme,7.0,VRAI
DOS51046,44979,AGT-03,4.2,TRUE,3.0,20.03,Email,Demande d'information,FALSE,0,Conforme,,FAUX
DOS51047,45208,AGT-08,6.8,FAUX,5.0,29.48,Téléphone,Souscription contrat,FALSE,0,Conforme,5.0,VRAI
DOS51048,45131,AGT-11,1.7,VRAI,4.0,47.61,Email,Litige paiement,TRUE,0,Non Conforme,,VRAI
DOS51049,45003,AGT-07,6.2,VRAI,4.0,40.9,Courrier,Panne compteur,FALSE,0,Conforme,6.0,FAUX
DOS51050,45282,AGT-19,5.9,TRUE,4.0,22.28,Courrier,Litige paiement,TRUE,0,Conforme,8.0,VRAI
DOS51051,45076,AGT-12,-2.3,TRUE,2.0,37.37,Téléphone,Souscription contrat,TRUE,0,Conforme,7.0,FAUX
DOS51052,44952,AGT-19,1.5,VRAI,4.0,27.6,Email,Facturation,FALSE,0,Non Conforme,,VRAI
DOS51053,45187,AGT-12,1.2,VRAI,5.0,12.73,Email,Réclamation,TRUE,0,Conforme,8.0,FAUX
DOS51054,44947,AGT-19,1.0,FALSE,5.0,12.06,Email,Résiliation,TRUE,0,Conforme,,VRAI
DOS51055,45020,AGT-19,5.8,TRUE,3.0,25.24,Courrier,Relevé compteur,TRUE,0,Non Conforme,8.0,FAUX
DOS51056,45199,AGT-25,3.7,TRUE,5.0,17.67,Chat,Relevé compteur,TRUE,0,,7.0,FAUX
DOS51057,45069,AGT-11,2.2,VRAI,5.0,33.83,Email,Résiliation,FALSE,0,Conforme,6.0,VRAI
DOS51058,45009,AGT-11,7.2,TRUE,3.0,46.56,Email,Résiliation,FALSE,0,Conforme,,VRAI
DOS51059,45232,AGT-07,8.1,VRAI,5.0,31.44,Email,Souscription contrat,FALSE,0,Conforme,10.0,FAUX
DOS51060,45257,AGT-11,8.0,FALSE,3.0,30.39,Email,Changement d'offre,TRUE,0,Conforme,,VRAI
DOS51061,44937,AGT-08,5.4,FALSE,5.0,42.17,Chat,Demande d'information,TRUE,1,Conforme,,FAUX
DOS51062,45052,AGT-07,1.3,FALSE,2.0,44.69,Courrier,Réclamation,FALSE,0,Conforme,,VRAI
DOS51063,44965,AGT-03,2.1,FALSE,1.0,19.52,Chat,Demande d'information,TRUE,0,Conforme,,VRAI
DOS51064,45121,AGT-19,2.9,FALSE,5.0,27.44,Chat,Relevé compteur,TRUE,1,Conforme,7.0,VRAI
DOS51065,45173,AGT-08,3.8,FALSE,2.0,21.91,Chat,Demande d'information,TRUE,0,Conforme,,VRAI
DOS51066,44986,AGT-25,7.9,FAUX,5.0,45.82,Email,Déménagement,FALSE,0,Conforme,4.0,FAUX
DOS51067,45165,AGT-19,5.9,VRAI,4.0,27.67,Téléphone,Déménagement,FALSE,0,Conforme,9.0,FAUX
DOS51068,45267,AGT-08,5.3,FAUX,5.0,29.17,Chat,Déménagement,FALSE,0,Conforme,,VRAI
DOS51069,45114,AGT-19,5.5,FAUX,,47.93,Email,Panne compteur,FALSE,0,Conforme,2.0,FAUX
DOS51070,44993,AGT-08,7.0,TRUE,5.0,20.43,Chat,Relevé compteur,FALSE,1,,2.0,VRAI
DOS51071,45108,AGT-08,6.9,VRAI,5.0,32.14,Courrier,Résiliation,TRUE,0,Conforme,8.0,FAUX
DOS51072,44940,AGT-19,5.2,FALSE,4.0,41.39,Email,Litige paiement,FALSE,1,Conforme,0.0,VRAI
DOS51073,45218,AGT-08,7.5,FALSE,5.0,37.28,Email,Souscription contrat,TRUE,1,Conforme,8.0,VRAI
DOS51074,45067,AGT-19,4.2,TRUE,5.0,36.75,Email,Déménagement,FALSE,1,Conforme,6.0,VRAI
DOS51075,45257,AGT-11,6.8,TRUE,4.0,17.3,Chat,Relevé compteur,TRUE,0,Conforme,,FAUX
DOS51076,45057,AGT-19,7.4,VRAI,5.0,13.84,Courrier,Réclamation,TRUE,0,Conforme,5.0,VRAI
DOS51077,45115,AGT-08,7.0,VRAI,3.0,41.06,Courrier,Demande d'information,TRUE,0,Conforme,8.0,VRAI
DOS51078,45090,AGT-19,3.2,FALSE,4.0,30.06,Téléphone,Déménagement,TRUE,0,Conforme,6.0,VRAI
DOS51079,45049,AGT-19,4.7,FAUX,2.0,20.35,Courrier,Réclamation,TRUE,0,Conforme,,VRAI
DOS51080,45007,AGT-19,1.6,FAUX,5.0,43.75,Téléphone,Facturation,TRUE,1,Conforme,8.0,FAUX
DOS51081,45212,AGT-07,2.6,VRAI,,45.29,Email,Relevé compteur,TRUE,0,Non Conforme,,FAUX
DOS51082,45285,AGT-12,4.6,TRUE,4.0,52.03,Chat,Résiliation,FALSE,0,Non Conforme,4.0,FAUX
DOS51083,45151,AGT-12,5.3,FALSE,2.0,41.51,Téléphone,Souscription contrat,TRUE,0,Conforme,5.0,FAUX
DOS51084,45227,AGT-11,5.9,TRUE,4.0,32.07,Téléphone,Facturation,TRUE,0,Non Conforme,,FAUX
DOS51085,44954,AGT-07,2.5,VRAI,5.0,30.05,Chat,Réclamation,TRUE,1,NC,,FAUX
DOS51086,45026,AGT-07,4.9,TRUE,5.0,15.24,Chat,Litige paiement,TRUE,0,NC,1.0,VRAI
DOS51087,45064,AGT-25,7.1,TRUE,1.0,52.71,Chat,Panne compteur,TRUE,0,Non Conforme,8.0,VRAI
DOS51088,45133,AGT-19,5.7,VRAI,4.0,32.12,Téléphone,Résiliation,FALSE,1,Conforme,,FAUX
DOS51089,45159,AGT-07,6.3,FALSE,4.0,15.99,Courrier,Facturation,FALSE,1,Non Conforme,,FAUX
DOS51090,45066,AGT-03,5.3,TRUE,5.0,18.89,Téléphone,Litige paiement,FALSE,0,Conforme,7.0,VRAI
DOS51091,44939,AGT-08,3.7,FAUX,4.0,12.33,Téléphone,Demande d'information,FALSE,0,Conforme,7.0,VRAI
DOS51092,44983,AGT-11,3.1,FAUX,4.0,18.9,Chat,Résiliation,TRUE,0,NC,9.0,VRAI
DOS51093,45277,AGT-12,4.7,VRAI,4.0,15.31,Téléphone,Souscription contrat,FALSE,0,Conforme,7.0,VRAI
DOS51094,45216,AGT-19,6.5,TRUE,3.0,46.78,Téléphone,Résiliation,FALSE,0,Conforme,,FAUX
DOS51095,45015,AGT-11,3.4,TRUE,1.0,31.46,Chat,Souscription contrat,TRUE,0,Conforme,8.0,FAUX
DOS51096,45020,AGT-07,4.2,TRUE,5.0,14.98,Chat,Changement d'offre,TRUE,0,Conforme,9.0,FAUX
DOS51097,45216,AGT-03,5.2,VRAI,4.0,23.08,Email,Facturation,FALSE,0,Conforme,,FAUX
DOS51098,45270,AGT-11,8.5,VRAI,4.0,38.02,Email,Facturation,FALSE,0,Conforme,7.0,VRAI
DOS51099,45186,AGT-12,5.8,FALSE,3.0,28.86,Courrier,Déménagement,FALSE,0,Conforme,,FAUX
DOS51100,45218,AGT-25,5.7,FAUX,,27.64,Téléphone,Souscription contrat,FALSE,0,Conforme,6.0,VRAI
DOS51101,45056,AGT-08,4.5,FAUX,3.0,43.65,Courrier,Déménagement,TRUE,0,Conforme,10.0,FAUX
DOS51102,45125,AGT-19,8.6,FAUX,5.0,51.01,Email,Déménagement,TRUE,0,,,FAUX
DOS51103,44969,AGT-19,5.4,TRUE,5.0,51.6,Chat,Litige paiement,TRUE,0,Conforme,,VRAI
DOS51104,45026,AGT-12,7.2,TRUE,4.0,23.42,Courrier,Réclamation,TRUE,0,Conforme,9.0,VRAI
DOS51105,44955,AGT-08,0.0,VRAI,5.0,52.24,Email,Demande d'information,FALSE,0,,,VRAI
DOS51106,45073,AGT-03,3.1,VRAI,5.0,30.61,Chat,Panne compteur,FALSE,1,Conforme,10.0,FAUX
DOS51107,45140,AGT-19,5.0,TRUE,2.0,17.46,Email,Litige paiement,FALSE,0,Conforme,9.0,VRAI
DOS51108,45026,AGT-19,11.0,TRUE,2.0,26.52,Chat,Facturation,FALSE,0,Conforme,,FAUX
DOS51109,44941,AGT-07,5.4,TRUE,4.0,15.08,Courrier,Résiliation,TRUE,0,Non Conforme,10.0,FAUX
DOS51110,45194,AGT-12,4.4,FALSE,4.0,44.72,Chat,Déménagement,FALSE,0,Conforme,8.0,FAUX
DOS51111,45160,AGT-19,7.3,FALSE,4.0,32.87,Email,Réclamation,FALSE,0,Conforme,7.0,VRAI
DOS51112,45096,AGT-07,4.6,TRUE,,26.84,Téléphone,Changement d'offre,FALSE,0,Conforme,3.0,VRAI
DOS51113,44974,AGT-08,4.7,FALSE,5.0,17.91,Courrier,Facturation,TRUE,0,Non Conforme,8.0,VRAI
DOS51114,45099,AGT-25,1.7,TRUE,,24.93,Téléphone,Résiliation,TRUE,0,Conforme,4.0,FAUX
DOS51115,44980,AGT-25,0.9,VRAI,5.0,36.57,Chat,Résiliation,FALSE,1,NC,5.0,FAUX
DOS51116,45181,AGT-11,6.0,TRUE,4.0,26.3,Courrier,Souscription contrat,TRUE,0,Conforme,4.0,FAUX
