N_Contact,Date,Agent_ID,Handling_Time_Sec,Status,Rating,Billed_Amount,Channel,Topic,Handled,Repeat_Call,Compliance,NPS_Score,Complaint
CNT-70242,08/28/2023,107,289,Pending,4.0,30.45,Phone,Relevé compteur,No,No,Non-compliant,,No
CNT-70243,10/18/2023,107,N/A,resolved,5.0,17.83,Email,Demande d'information,Yes,No,Compliant,,No
CNT-70244,07/07/2023,102,215,Pending,5.0,,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-70245,04/28/2023,107,283,Resolved,4.0,32.51,phone,Réclamation,Yes,Yes,Compliant,,No
CNT-70246,11/19/2023,108,342,resolved,5.0,30.57,Chat,Relevé compteur,Yes,Yes,N/A,,No
CNT-70247,04/19/2023,103,274,resolved,4.0,14.62,Email,Litige paiement,Yes,No,Compliant,7.0,No
CNT-70248,06/12/2023,105,175,Pending,,17.36,Social Media,Souscription contrat,Yes,No,Non-compliant,7.0,No
CNT-70249,02/02/2023,103,275,resolved,5.0,10.28,Email,Déménagement,Yes,No,Compliant,,No
CNT-70250,02/06/2023,102,174,Resolved,2.0,28.25,Email,Facturation,Yes,No,Compliant,,No
CNT-70251,09/01/2023,109,262,resolved,5.0,47.25,Chat,Litige paiement,No,No,Compliant,8.0,No
CNT-70252,01/11/2023,106,220,Unresolved,3.0,18.19,Social Media,Résiliation,Yes,No,Compliant,,No
CNT-70253,10/09/2023,103,280,Pending,1.0,36.62,Social Media,Résiliation,Yes,No,Compliant,8.0,No
CNT-70254,12/13/2023,101,286,Resolved,,31.39,Social Media,Relevé compteur,No,No,N/A,8.0,No
CNT-70255,04/27/2023,103,391,Resolved,5.0,48.27,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70256,06/16/2023,103,323,resolved,3.0,23.51,phone,Résiliation,Yes,No,Compliant,6.0,No
CNT-70257,01/08/2023,103,305,resolved,,31.73,Email,Relevé compteur,Yes,Yes,Compliant,8.0,No
CNT-70258,08/01/2023,106,104,Pending,5.0,32.38,Phone,Résiliation,Yes,No,Compliant,8.0,No
CNT-70259,04/01/2023,105,360,Resolved,4.0,18.7,phone,Demande d'information,Yes,No,Compliant,8.0,No
CNT-70260,08/26/2023,106,224,Pending,3.0,39.31,Social Media,Litige paiement,Yes,No,N/A,0.0,No
CNT-70261,04/10/2023,106,160,resolved,5.0,46.56,Email,Changement d'offre,Yes,Yes,Compliant,9.0,No
CNT-70262,12/10/2023,108,471,resolved,4.0,13.22,Email,Litige paiement,Yes,No,Compliant,,No
CNT-70263,11/11/2023,108,197,Resolved,3.0,46.08,Chat,Changement d'offre,Yes,No,Non-compliant,8.0,No
CNT-70264,12/10/2023,103,404,Unresolved,5.0,41.57,Email,Réclamation,Yes,No,Compliant,,No
CNT-70265,12/08/2023,102,295,Unresolved,4.0,19.52,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70266,11/27/2023,102,316,Pending,5.0,12.68,Email,Changement d'offre,Yes,No,N/A,,No
CNT-70267,08/04/2023,109,263,Resolved,4.0,37.01,Phone,Facturation,Yes,No,Compliant,8.0,No
CNT-70268,01/12/2023,109,177,Pending,2.0,,Chat,Changement d'offre,Yes,Yes,Non-compliant,,No
CNT-70269,08/07/2023,107,335,resolved,4.0,22.69,Chat,Demande d'information,No,No,Compliant,,No
CNT-70270,07/17/2023,107,298,Pending,5.0,23.45,Email,Relevé compteur,Yes,No,Compliant,2.0,No
CNT-70271,12/23/2023,106,360,Unresolved,4.0,12.15,Email,Changement d'offre,Yes,Yes,Compliant,,No
CNT-70272,10/20/2023,106,342,Resolved,,46.42,phone,Facturation,Yes,No,Compliant,7.0,No
CNT-70273,12/27/2023,103,352,resolved,5.0,38.95,Phone,Déménagement,Yes,No,Compliant,,No
CNT-70274,08/26/2023,109,313,Unresolved,5.0,34.86,Email,Litige paiement,yes,Yes,Compliant,7.0,No
CNT-70275,05/07/2023,108,331,Unresolved,5.0,26.51,phone,Panne compteur,Yes,Yes,Non-compliant,,Yes
CNT-70276,02/27/2023,101,N/A,Resolved,4.0,25.33,phone,Panne compteur,Yes,No,Non-compliant,8.0,No
CNT-70277,08/30/2023,102,332,Unresolved,3.0,12.42,Phone,Réclamation,Yes,No,Compliant,8.0,No
CNT-70278,07/12/2023,104,297,resolved,4.0,,phone,Demande d'information,Yes,Yes,Compliant,,No
CNT-70279,02/11/2023,106,79,resolved,3.0,20.3,Phone,Demande d'information,Yes,No,Compliant,8.0,No
CNT-70280,03/07/2023,109,274,Pending,5.0,15.96,phone,Déménagement,Yes,No,Compliant,9.0,No
CNT-70281,09/27/2023,103,108,Resolved,5.0,41.82,Email,Panne compteur,Yes,No,Compliant,,No
CNT-70282,06/10/2023,104,529,resolved,4.0,15.04,phone,Demande d'information,Yes,No,N/A,8.0,No
CNT-70283,05/31/2023,108,203,Resolved,4.0,22.31,Chat,Relevé compteur,Yes,No,N/A,8.0,No
CNT-70284,11/30/2023,102,387,Pending,5.0,40.58,phone,Litige paiement,Yes,Yes,Compliant,8.0,No
CNT-70285,07/05/2023,106,222,Unresolved,1.0,18.14,Social Media,Résiliation,Yes,No,Compliant,8.0,Yes
CNT-70286,01/17/2023,106,121,Pending,4.0,49.52,Phone,Relevé compteur,Yes,Yes,Compliant,,No
CNT-70287,05/23/2023,104,322,Unresolved,3.0,48.04,Chat,Panne compteur,Yes,No,Compliant,7.0,No
CNT-70288,06/25/2023,109,438,resolved,2.0,41.86,Chat,Litige paiement,Yes,Yes,Compliant,1.0,No
CNT-70289,12/07/2023,105,316,resolved,2.0,38.56,Phone,Déménagement,No,No,Compliant,6.0,No
CNT-70290,11/26/2023,102,430,resolved,4.0,43.82,phone,Résiliation,Yes,No,Compliant,,No
CNT-70291,08/03/2023,102,380,resolved,4.0,36.47,Phone,Demande d'information,,No,Compliant,,No
CNT-70292,03/03/2023,109,171,Resolved,3.0,24.22,Social Media,Résiliation,Yes,No,Compliant,7.0,No
CNT-70293,02/13/2023,101,337,resolved,,15.04,Chat,Changement d'offre,yes,No,Compliant,8.0,No
CNT-70294,06/29/2023,102,-48,resolved,3.0,49.88,phone,Panne compteur,Yes,No,N/A,6.0,No
CNT-70295,09/09/2023,108,300,Pending,,34.06,Chat,Résiliation,Yes,No,Compliant,,No
CNT-70296,05/17/2023,105,195,Unresolved,3.0,43.09,Chat,Facturation,Yes,Yes,Compliant,,No
CNT-70297,02/01/2023,104,371,Unresolved,5.0,34.22,Social Media,Facturation,Yes,No,Compliant,0.0,No
CNT-70298,05/08/2023,104,151,Pending,5.0,31.49,phone,Relevé compteur,Yes,Yes,Compliant,10.0,No
CNT-70299,03/21/2023,107,363,Resolved,5.0,35.0,Social Media,Litige paiement,Yes,No,Compliant,9.0,No
CNT-70300,09/07/2023,105,339,Pending,3.0,45.83,Social Media,Litige paiement,Yes,No,Non-compliant,9.0,No
CNT-70301,04/24/2023,103,276,resolved,4.0,48.81,phone,Souscription contrat,Yes,No,Compliant,6.0,No
CNT-70302,05/24/2023,107,207,Resolved,1.0,26.52,Email,Facturation,Yes,No,Non-compliant,8.0,No
CNT-70303,12/13/2023,107,336,resolved,,18.77,Email,Relevé compteur,Yes,No,Non-compliant,10.0,No
CNT-70304,01/02/2023,104,82,Unresolved,4.0,40.23,Email,Litige paiement,Yes,No,N/A,,No
CNT-70305,04/09/2023,107,189,resolved,,43.13,Email,Demande d'information,Yes,No,Compliant,8.0,No
CNT-70306,09/10/2023,108,265,resolved,,27.92,Phone,Relevé compteur,No,No,Compliant,,Yes
CNT-70307,11/18/2023,107,277,Resolved,4.0,21.52,Phone,Résiliation,Yes,No,N/A,,Yes
CNT-70308,04/30/2023,104,191,Resolved,2.0,25.78,Email,Résiliation,yes,Yes,Compliant,8.0,No
CNT-70309,03/15/2023,106,194,Unresolved,3.0,49.66,Social Media,Panne compteur,yes,No,N/A,,No
CNT-70310,05/18/2023,101,319,Unresolved,5.0,23.45,Chat,Réclamation,No,No,Compliant,,No
CNT-70311,03/05/2023,109,173,Pending,3.0,27.75,Chat,Résiliation,Yes,No,Compliant,,No
CNT-70312,05/01/2023,109,230,Pending,3.0,13.23,Phone,Déménagement,Yes,No,Compliant,9.0,No
CNT-70313,10/06/2023,101,151,Pending,4.0,30.85,phone,Souscription contrat,No,No,Non-compliant,,No
CNT-70314,10/22/2023,104,270,Resolved,4.0,32.23,phone,Souscription contrat,,No,Compliant,,Yes
CNT-70315,03/04/2023,106,245,Unresolved,2.0,38.68,Email,Déménagement,Yes,No,Compliant,9.0,Yes
CNT-70316,11/04/2023,101,76,Resolved,4.0,13.03,Email,Panne compteur,Yes,No,Compliant,4.0,No
CNT-70317,11/12/2023,104,133,Resolved,5.0,30.48,Phone,Facturation,Yes,Yes,Compliant,6.0,No
CNT-70318,04/27/2023,108,-36,Pending,5.0,39.36,Chat,Litige paiement,Yes,No,Compliant,6.0,No
CNT-70319,11/24/2023,109,394,Pending,5.0,43.13,Email,Résiliation,Yes,No,Non-compliant,,No
CNT-70320,06/10/2023,104,199,Unresolved,4.0,34.5,phone,Résiliation,No,No,Compliant,8.0,No
CNT-70321,08/03/2023,106,302,Resolved,5.0,12.29,phone,Déménagement,Yes,Yes,Compliant,9.0,No
CNT-70322,01/15/2023,103,167,Unresolved,2.0,14.43,Social Media,Changement d'offre,Yes,No,Non-compliant,3.0,Yes
CNT-70323,03/29/2023,109,411,Unresolved,5.0,,phone,Demande d'information,Yes,Yes,Compliant,8.0,No
CNT-70324,01/18/2023,102,291,resolved,2.0,23.54,Email,Panne compteur,Yes,No,Compliant,,Yes
CNT-70325,03/08/2023,109,360,Pending,,10.26,Chat,Changement d'offre,yes,Yes,Compliant,,No
CNT-70326,05/10/2023,103,340,resolved,5.0,33.45,Phone,Facturation,No,No,Compliant,8.0,No
CNT-70327,12/31/2023,103,267,Pending,5.0,48.84,Email,Demande d'information,No,Yes,Non-compliant,10.0,No
CNT-70328,06/23/2023,105,280,Pending,3.0,41.72,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-70329,04/13/2023,106,152,Pending,3.0,30.55,Chat,Changement d'offre,Yes,No,Compliant,,No
CNT-70330,08/29/2023,104,276,Resolved,5.0,34.08,Chat,Résiliation,Yes,No,Compliant,7.0,No
CNT-70331,11/02/2023,104,176,resolved,4.0,38.88,Chat,Facturation,Yes,No,N/A,10.0,No
CNT-70332,08/05/2023,103,336,Pending,,36.2,Chat,Déménagement,Yes,Yes,Compliant,6.0,No
CNT-70333,02/08/2023,108,334,resolved,,17.85,Social Media,Relevé compteur,No,Yes,Compliant,10.0,No
CNT-70334,03/04/2023,108,398,resolved,3.0,48.09,Email,Déménagement,Yes,No,Compliant,6.0,No
CNT-70335,12/03/2023,109,211,Unresolved,5.0,12.24,Phone,Réclamation,Yes,Yes,Compliant,,Yes
CNT-70336,08/24/2023,105,67,Unresolved,4.0,18.24,phone,Relevé compteur,Yes,No,N/A,6.0,No
CNT-70337,05/27/2023,109,296,resolved,3.0,29.74,Email,Relevé compteur,Yes,No,Compliant,9.0,No
CNT-70338,12/10/2023,104,320,resolved,1.0,48.59,Phone,Demande d'information,Yes,No,N/A,10.0,No
CNT-70339,04/08/2023,104,313,Pending,3.0,16.41,Social Media,Demande d'information,No,No,Compliant,10.0,No
CNT-70340,07/06/2023,102,113,resolved,5.0,22.73,Chat,Résiliation,No,No,Compliant,10.0,No
CNT-70341,02/21/2023,105,448,Unresolved,3.0,32.19,Chat,Relevé compteur,yes,No,Compliant,4.0,No
CNT-70342,02/15/2023,104,341,resolved,3.0,,Phone,Réclamation,Yes,Yes,Compliant,6.0,No
CNT-70343,09/29/2023,102,338,Unresolved,5.0,24.95,Chat,Demande d'information,No,No,Compliant,,Yes
CNT-70344,04/09/2023,103,N/A,Resolved,,45.85,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-70345,10/27/2023,103,400,Pending,4.0,16.27,Social Media,Souscription contrat,Yes,No,Compliant,,No
CNT-70346,02/20/2023,109,304,Pending,,22.09,Email,Facturation,Yes,Yes,Compliant,,No
CNT-70347,12/28/2023,101,81,Pending,3.0,,phone,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-70348,01/05/2023,104,232,Unresolved,1.0,44.11,Email,Facturation,Yes,No,Compliant,,No
CNT-70349,09/27/2023,105,-13,Pending,5.0,30.45,Email,Résiliation,Yes,Yes,Compliant,,No
CNT-70350,02/12/2023,109,129,Pending,4.0,25.76,Email,Réclamation,Yes,No,Non-compliant,1.0,Yes
CNT-70351,03/06/2023,108,188,Pending,,30.15,Social Media,Panne compteur,Yes,No,Compliant,9.0,No
CNT-70352,02/22/2023,105,206,Resolved,5.0,18.09,Email,Souscription contrat,No,No,Non-compliant,8.0,Yes
CNT-70353,05/03/2023,101,294,Resolved,5.0,24.57,Chat,Demande d'information,Yes,No,Compliant,,No
CNT-70354,09/26/2023,103,134,Unresolved,3.0,41.53,phone,Résiliation,Yes,No,Non-compliant,6.0,No
CNT-70355,03/02/2023,104,98,Pending,4.0,22.29,Phone,Relevé compteur,Yes,No,Compliant,,No
CNT-70356,07/26/2023,102,496,Resolved,5.0,18.52,phone,Souscription contrat,Yes,No,Non-compliant,8.0,No
CNT-70357,05/03/2023,101,263,Pending,5.0,38.47,Chat,Relevé compteur,Yes,Yes,Compliant,,No
CNT-70358,05/24/2023,108,50,Resolved,4.0,42.2,Chat,Demande d'information,Yes,No,Compliant,9.0,No
CNT-70359,10/10/2023,103,445,Pending,,18.98,Phone,Déménagement,No,No,N/A,8.0,No
CNT-70360,06/06/2023,108,275,Resolved,4.0,33.98,Social Media,Changement d'offre,Yes,No,Compliant,4.0,No
CNT-70361,04/16/2023,106,359,Resolved,5.0,44.88,Social Media,Panne compteur,Yes,No,N/A,,Yes
CNT-70362,07/08/2023,103,298,resolved,5.0,39.88,phone,Réclamation,Yes,No,Compliant,,No
CNT-70363,11/05/2023,103,381,Resolved,2.0,26.77,Email,Litige paiement,,No,N/A,5.0,No
CNT-70364,10/17/2023,105,189,Unresolved,4.0,12.68,Phone,Déménagement,yes,No,Compliant,7.0,Yes
CNT-70365,02/13/2023,107,267,Resolved,5.0,43.01,Social Media,Changement d'offre,No,No,Compliant,10.0,No
CNT-70366,05/21/2023,101,322,Unresolved,5.0,33.41,Phone,Réclamation,Yes,No,Compliant,,No
CNT-70367,01/12/2023,104,97,resolved,4.0,40.86,phone,Relevé compteur,Yes,Yes,N/A,8.0,Yes
CNT-70368,04/28/2023,102,590,Unresolved,4.0,38.74,Phone,Panne compteur,No,No,Compliant,4.0,No
CNT-70369,12/23/2023,108,468,Resolved,4.0,29.44,Email,Panne compteur,No,No,Compliant,,No
CNT-70370,07/29/2023,104,344,Resolved,3.0,25.46,Social Media,Relevé compteur,Yes,No,Compliant,,No
CNT-70371,12/04/2023,109,283,Resolved,5.0,24.79,Phone,Réclamation,Yes,No,Non-compliant,9.0,No
CNT-70372,05/30/2023,101,260,Pending,4.0,41.97,Email,Changement d'offre,No,No,N/A,,No
CNT-70373,11/02/2023,104,210,Resolved,,31.55,Email,Facturation,Yes,No,Compliant,0.0,No
CNT-70374,01/30/2023,101,346,Resolved,5.0,20.06,Email,Résiliation,No,No,Compliant,7.0,No
CNT-70375,09/22/2023,109,190,Pending,3.0,39.05,Phone,Facturation,Yes,No,Compliant,5.0,Yes
CNT-70376,06/18/2023,104,145,resolved,4.0,46.11,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-70377,06/05/2023,109,298,Resolved,5.0,17.23,Email,Litige paiement,Yes,No,Compliant,8.0,No
CNT-70378,04/22/2023,102,178,resolved,1.0,9.57,phone,Demande d'information,No,No,Compliant,9.0,No
CNT-70379,08/16/2023,109,195,Unresolved,,39.03,Social Media,Panne compteur,Yes,Yes,Compliant,,No
CNT-70380,06/26/2023,102,359,Unresolved,5.0,19.52,phone,Panne compteur,Yes,No,Compliant,,Yes
CNT-70381,04/30/2023,101,325,resolved,5.0,27.22,Chat,Litige paiement,No,No,Compliant,8.0,Yes
CNT-70382,12/03/2023,101,186,resolved,,37.59,Chat,Relevé compteur,No,No,Compliant,8.0,No
CNT-70383,10/03/2023,105,454,Resolved,4.0,34.99,Email,Changement d'offre,Yes,No,Compliant,0.0,No
CNT-70384,11/29/2023,108,285,resolved,3.0,38.55,Email,Déménagement,Yes,Yes,Non-compliant,5.0,Yes
CNT-70385,03/03/2023,105,224,resolved,5.0,35.89,Chat,Demande d'information,Yes,No,Compliant,10.0,No
CNT-70386,01/22/2023,101,212,Pending,4.0,25.12,Social Media,Relevé compteur,Yes,No,Non-compliant,,No
CNT-70387,08/04/2023,108,188,Resolved,5.0,20.48,Social Media,Changement d'offre,Yes,No,N/A,,No
CNT-70388,09/05/2023,104,326,Pending,5.0,35.17,Social Media,Litige paiement,Yes,No,N/A,8.0,No
CNT-70389,03/10/2023,105,200,Unresolved,3.0,32.18,Chat,Facturation,Yes,No,Compliant,10.0,No
CNT-70390,04/04/2023,108,262,Unresolved,,16.84,Email,Demande d'information,Yes,No,Compliant,7.0,No
CNT-70391,07/25/2023,108,258,resolved,5.0,41.59,Social Media,Réclamation,No,No,Compliant,0.0,No
CNT-70392,11/03/2023,107,195,resolved,4.0,,Social Media,Souscription contrat,Yes,No,Non-compliant,8.0,No
CNT-70393,02/02/2023,104,198,Resolved,5.0,22.31,phone,Relevé compteur,Yes,No,Non-compliant,,No
CNT-70394,04/06/2023,104,339,resolved,5.0,23.73,Social Media,Relevé compteur,Yes,No,Non-compliant,,Yes
CNT-70395,06/08/2023,103,201,Unresolved,5.0,28.68,Social Media,Panne compteur,Yes,Yes,Compliant,,No
CNT-70396,11/11/2023,107,354,Pending,5.0,18.06,Phone,Résiliation,Yes,No,Compliant,6.0,No
CNT-70397,08/20/2023,103,342,Resolved,4.0,29.54,Email,Changement d'offre,Yes,No,N/A,7.0,No
CNT-70398,10/04/2023,107,380,Unresolved,1.0,34.52,Email,Déménagement,Yes,No,Compliant,6.0,No
CNT-70399,07/16/2023,109,193,Resolved,5.0,28.52,phone,Résiliation,Yes,No,Compliant,,No
CNT-70400,09/14/2023,107,189,Unresolved,4.0,39.9,phone,Résiliation,Yes,No,Compliant,,No
CNT-70401,09/17/2023,103,334,Resolved,2.0,44.48,Chat,Souscription contrat,Yes,No,N/A,,No
CNT-70402,12/24/2023,106,288,Unresolved,4.0,25.73,Chat,Litige paiement,No,No,Compliant,,No
CNT-70403,06/01/2023,102,297,resolved,,49.25,phone,Demande d'information,Yes,No,Compliant,5.0,No
CNT-70404,12/07/2023,104,411,Unresolved,2.0,15.6,Phone,Panne compteur,Yes,No,Compliant,10.0,No
CNT-70405,04/22/2023,105,128,Unresolved,3.0,49.2,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-70406,05/06/2023,102,362,Unresolved,2.0,11.7,Social Media,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-70407,11/12/2023,108,342,Pending,,40.3,Email,Panne compteur,Yes,Yes,Compliant,8.0,No
CNT-70408,03/25/2023,106,329,Pending,5.0,,phone,Demande d'information,Yes,Yes,Compliant,,No
CNT-70409,07/26/2023,105,371,resolved,4.0,20.97,Social Media,Réclamation,Yes,No,Compliant,8.0,No
CNT-70410,03/09/2023,106,160,Resolved,4.0,28.34,Phone,Déménagement,Yes,No,Compliant,,No
CNT-70411,09/21/2023,103,257,Resolved,2.0,,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70412,04/12/2023,104,186,Pending,4.0,15.67,Social Media,Demande d'information,No,No,Compliant,6.0,No
CNT-70413,10/02/2023,102,135,Pending,4.0,18.43,Phone,Relevé compteur,Yes,Yes,Compliant,6.0,No
CNT-70414,08/31/2023,105,22,Pending,1.0,30.94,Phone,Panne compteur,Yes,No,Compliant,5.0,No
CNT-70415,02/28/2023,106,330,Resolved,1.0,34.76,Social Media,Relevé compteur,Yes,No,Compliant,7.0,No
CNT-70416,09/28/2023,104,239,resolved,4.0,15.05,Social Media,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-70417,04/03/2023,108,254,Resolved,5.0,10.08,Social Media,Demande d'information,Yes,No,Compliant,8.0,Yes
CNT-70418,09/27/2023,109,217,resolved,5.0,12.35,Chat,Relevé compteur,Yes,No,N/A,9.0,No
CNT-70419,06/01/2023,103,269,resolved,3.0,28.75,Email,Litige paiement,yes,No,Compliant,9.0,No
CNT-70420,02/22/2023,104,428,Unresolved,3.0,26.99,Social Media,Facturation,Yes,Yes,N/A,,No
CNT-70421,12/13/2023,101,111,resolved,4.0,47.3,Social Media,Demande d'information,Yes,No,Compliant,0.0,No
CNT-70422,06/03/2023,101,450,Unresolved,2.0,45.76,Chat,Demande d'information,Yes,No,Compliant,,No
CNT-70423,06/29/2023,101,294,Resolved,5.0,15.02,Email,Relevé compteur,No,No,Compliant,8.0,Yes
CNT-70424,12/24/2023,108,224,Pending,5.0,14.73,Chat,Réclamation,No,No,Compliant,,No
CNT-70425,10/23/2023,102,235,Unresolved,5.0,30.02,Email,Changement d'offre,Yes,Yes,Compliant,7.0,No
CNT-70426,06/07/2023,109,183,resolved,3.0,49.28,Social Media,Réclamation,Yes,Yes,Compliant,7.0,No
CNT-70427,11/11/2023,104,81,Unresolved,4.0,15.42,phone,Panne compteur,yes,Yes,Compliant,6.0,No
CNT-70428,06/06/2023,103,167,Pending,4.0,22.06,Social Media,Réclamation,Yes,No,Compliant,7.0,No
CNT-70429,02/26/2023,104,269,Resolved,4.0,30.63,Email,Litige paiement,Yes,No,Compliant,,No
CNT-70430,05/31/2023,108,246,resolved,,11.66,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-70431,08/26/2023,105,316,Pending,4.0,24.91,Phone,Litige paiement,Yes,No,Compliant,,No
CNT-70432,02/03/2023,107,218,resolved,5.0,34.34,Chat,Changement d'offre,No,No,Compliant,,No
CNT-70433,07/23/2023,107,205,Unresolved,,11.76,Chat,Réclamation,Yes,No,Compliant,,No
CNT-70434,10/21/2023,103,490,resolved,3.0,26.3,Chat,Litige paiement,Yes,No,Compliant,5.0,No
CNT-70435,10/10/2023,102,185,resolved,5.0,9.78,Chat,Facturation,No,Yes,Compliant,7.0,No
CNT-70436,04/11/2023,109,191,Resolved,5.0,28.48,phone,Panne compteur,No,No,Compliant,6.0,No
CNT-70437,01/31/2023,102,369,Unresolved,3.0,24.93,Email,Demande d'information,Yes,No,Compliant,,No
CNT-70438,01/23/2023,108,341,resolved,2.0,37.31,Social Media,Souscription contrat,Yes,No,Compliant,,No
CNT-70439,11/04/2023,106,230,Resolved,,14.96,Phone,Facturation,Yes,No,Compliant,8.0,No
CNT-70440,10/09/2023,106,350,Resolved,5.0,37.7,phone,Panne compteur,Yes,No,Compliant,9.0,No
CNT-70441,11/09/2023,106,281,Pending,,,Email,Panne compteur,Yes,No,Compliant,6.0,No
CNT-70442,08/18/2023,106,217,Resolved,4.0,30.57,phone,Changement d'offre,,Yes,Compliant,,No
CNT-70443,02/03/2023,109,75,Pending,2.0,43.87,Phone,Résiliation,Yes,No,Compliant,,No
CNT-70444,04/13/2023,104,-17,resolved,5.0,33.79,Email,Réclamation,Yes,Yes,Compliant,,No
CNT-70445,01/30/2023,103,467,Resolved,3.0,28.66,Phone,Demande d'information,Yes,No,Compliant,5.0,No
CNT-70446,09/01/2023,105,297,Unresolved,4.0,,Phone,Résiliation,No,No,Compliant,,No
CNT-70447,02/28/2023,103,239,Resolved,,12.15,Email,Facturation,Yes,No,Compliant,2.0,No
CNT-70448,12/17/2023,108,418,Unresolved,2.0,29.73,Chat,Relevé compteur,Yes,No,Compliant,5.0,No
CNT-70449,05/06/2023,101,355,Resolved,3.0,37.46,phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70450,12/19/2023,107,288,resolved,1.0,14.74,Chat,Déménagement,Yes,Yes,Compliant,7.0,No
CNT-70451,09/22/2023,109,233,Resolved,4.0,25.43,Phone,Souscription contrat,Yes,Yes,Non-compliant,8.0,No
CNT-70452,02/21/2023,102,268,Pending,4.0,36.46,Social Media,Facturation,Yes,No,Compliant,,No
CNT-70453,09/15/2023,107,181,Unresolved,3.0,47.59,Email,Déménagement,Yes,No,Compliant,10.0,No
CNT-70454,09/06/2023,102,288,Pending,3.0,47.24,Chat,Résiliation,Yes,Yes,Compliant,5.0,No
CNT-70455,07/19/2023,104,427,Pending,,28.62,Phone,Facturation,Yes,No,Compliant,5.0,No
CNT-70456,06/26/2023,102,465,Unresolved,4.0,25.81,Email,Demande d'information,Yes,No,Compliant,,No
CNT-70457,12/24/2023,107,390,Unresolved,3.0,43.38,Chat,Facturation,No,Yes,Non-compliant,4.0,No
CNT-70458,08/25/2023,103,282,Pending,,38.61,Chat,Demande d'information,Yes,Yes,Compliant,,No
CNT-70459,12/17/2023,105,128,Unresolved,5.0,,Phone,Facturation,Yes,No,Compliant,,No
CNT-70460,04/24/2023,101,483,Resolved,4.0,25.16,Social Media,Relevé compteur,No,No,Non-compliant,7.0,No
CNT-70461,12/05/2023,101,273,Pending,4.0,28.2,Social Media,Résiliation,Yes,Yes,Compliant,0.0,No
CNT-70462,07/01/2023,107,290,resolved,,40.94,Social Media,Changement d'offre,Yes,No,Compliant,,No
CNT-70463,04/03/2023,104,36,Unresolved,,32.05,Phone,Facturation,Yes,No,Compliant,6.0,No
CNT-70464,02/10/2023,105,258,resolved,4.0,38.27,phone,Souscription contrat,No,No,Compliant,8.0,No
CNT-70465,02/09/2023,107,279,resolved,5.0,41.5,phone,Demande d'information,No,No,Compliant,7.0,Yes
CNT-70466,06/29/2023,101,376,resolved,5.0,31.39,Chat,Résiliation,Yes,Yes,Compliant,6.0,No
CNT-70467,08/22/2023,104,258,resolved,4.0,25.88,Social Media,Relevé compteur,Yes,Yes,Compliant,9.0,No
CNT-70468,03/16/2023,105,N/A,Resolved,4.0,39.09,Email,Résiliation,No,No,Compliant,8.0,No
CNT-70469,10/08/2023,102,172,Pending,4.0,46.77,phone,Litige paiement,Yes,No,N/A,5.0,No
CNT-70470,10/21/2023,106,185,resolved,4.0,15.31,Chat,Demande d'information,Yes,No,Compliant,4.0,No
CNT-70471,04/24/2023,103,131,Unresolved,3.0,37.32,phone,Demande d'information,Yes,No,Compliant,,Yes
CNT-70472,10/05/2023,102,271,resolved,5.0,34.3,Phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-70473,09/05/2023,104,297,Unresolved,5.0,31.69,Phone,Relevé compteur,Yes,Yes,Compliant,9.0,Yes
CNT-70474,11/13/2023,105,283,Pending,3.0,33.68,Chat,Souscription contrat,Yes,No,Compliant,5.0,No
CNT-70475,07/06/2023,109,217,Resolved,4.0,36.12,Phone,Réclamation,Yes,No,Non-compliant,,No
CNT-70476,09/13/2023,106,276,resolved,,,Phone,Panne compteur,Yes,No,N/A,8.0,No
CNT-70477,02/05/2023,105,283,Pending,5.0,,phone,Panne compteur,Yes,No,Compliant,,No
